Date and Time:                Fri May 23 19:03:30.396 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	2
285,25876	10
285,76248	-7
286,26624	3
286,77002	2
287,2738	1
287,77762	11
288,28146	5
288,78531	2
289,28922	2
289,79312	9
290,29706	1
290,80103	0
291,30502	4
291,80902	1
292,31308	2
292,81714	4
293,32123	3
293,82532	2
294,32947	6
294,83362	2
295,3378	5
295,84201	-1
296,34625	0
296,85049	0
297,35477	10
297,85907	3
298,3634	5
298,86777	5
299,37213	5
299,87656	6
300,38098	3
300,88541	3
301,38989	5
301,89441	7
302,39893	0
302,90347	0
303,40805	4
303,91263	10
304,41727	2
304,92191	9
305,42657	4
305,93127	9
306,43597	7
306,94073	3
307,4455	4
307,95029	4
308,45511	2
308,95993	10
309,46481	0
309,9697	3
310,47461	7
310,97955	10
311,4845	12
311,9895	-1
312,49451	2
312,99954	1
313,50461	5
314,00967	1
314,5148	12
315,01993	2
315,52509	11
316,03027	6
316,53546	5
317,04071	5
317,54596	11
318,05124	6
318,55655	4
319,06186	10
319,56723	3
320,0726	3
320,578	11
321,08344	6
321,58887	1
322,09433	1
322,59985	2
323,10538	2
323,6109	4
324,11649	9
324,62207	12
325,12769	1
325,63333	8
326,13901	3
326,64471	5
327,15042	5
327,65616	4
328,16193	6
328,66772	3
329,17352	2
329,67938	2
330,18524	6
330,69113	2
331,19702	3
331,70297	-1
332,20892	1
332,7149	8
333,22092	0
333,72696	-1
334,233	6
334,73911	7
335,24521	7
335,75134	12
336,25748	6
336,76367	2
337,26987	5
337,77609	6
338,28235	5
338,78864	0
339,29492	12
339,80127	6
340,30762	10
340,814	5
341,32037	2
341,82681	4
342,33325	8
342,83972	-1
343,34622	14
343,85275	2
344,35928	12
344,86584	5
345,37247	7
345,87906	14
346,38571	8
346,89236	6
347,39908	1
347,90579	9
348,41254	6
348,91928	2
349,42609	-1
349,93289	8
350,43973	17
350,94659	3
351,45349	3
351,96039	13
352,46732	5
352,97427	5
353,48126	3
353,98828	0
354,4953	6
355,00235	0
355,50943	-1
356,01654	2
356,52368	9
357,03082	9
357,53799	4
358,0452	6
358,55243	5
359,05969	5
359,56696	3
360,07428	4
360,5816	7
361,08893	6
361,59631	17
362,1037	9
362,61115	3
363,11859	1
363,62604	-1
364,13354	-2
364,64105	-3
365,14859	5
365,65616	-1
366,16376	2
366,67139	-2
367,17902	9
367,68668	5
368,19437	10
368,70209	6
369,20984	6
369,71759	2
370,22537	0
370,73318	6
371,24103	3
371,7489	9
372,25677	9
372,76468	6
373,27261	6
373,78058	8
374,28854	6
374,79657	5
375,3046	7
375,81265	3
376,32071	11
376,82883	3
377,33694	3
377,84509	-2
378,35327	13
378,86148	2
379,36972	1
379,87796	4
380,38623	7
380,89453	-1
381,40286	5
381,91119	4
382,41959	3
382,92798	-2
383,4364	10
383,94482	3
384,45331	6
384,96179	11
385,47031	3
385,97885	5
386,48743	5
386,996	6
387,50464	-1
388,01328	9
388,52194	12
389,03061	1
389,53934	8
390,04807	7
390,55682	2
391,06561	2
391,57443	5
392,08325	7
392,59213	4
393,10101	1
393,60989	7
394,11884	6
394,62781	6
395,13678	12
395,64578	8
396,15482	12
396,66385	10
397,17294	11
397,68204	9
398,19116	3
398,70032	3
399,2095	5
399,71869	5
400,22791	8
400,73715	15
401,24643	2
401,75574	5
402,26505	3
402,77441	5
403,28378	3
403,79318	6
404,30258	15
404,81204	1
405,3215	7
405,83099	10
406,34052	2
406,85004	5
407,35962	9
407,8692	9
408,37881	15
408,88846	5
409,3981	6
409,90781	12
410,41751	1
410,92725	10
411,43701	5
411,94678	3
412,4566	6
412,96643	7
413,47629	2
413,98618	12
414,49606	5
415,00601	10
415,51596	3
416,02594	14
416,53595	7
417,04596	12
417,55603	9
418,0661	4
418,5762	18
419,08633	11
419,59647	3
420,10663	12
420,61685	10
421,12708	2
421,6373	15
422,14758	9
422,65787	15
423,16818	8
423,67853	14
424,1889	9
424,69931	5
425,20972	13
425,72015	8
426,23062	13
426,74112	16
427,25162	17
427,76218	17
428,27274	16
428,78333	19
429,29395	11
429,80457	15
430,31522	17
430,82593	18
431,33661	24
431,84735	25
432,35812	23
432,8689	34
433,3797	16
433,89053	34
434,4014	34
434,91226	32
435,42319	30
435,93411	32
436,44507	39
436,95602	26
437,46704	54
437,97806	44
438,48911	44
439,00018	37
439,51129	61
440,0224	42
440,53357	38
441,04474	55
441,55594	52
442,06714	32
442,5784	53
443,08966	35
443,60095	43
444,11227	71
444,62363	94
445,13498	68
445,64636	56
446,15778	54
446,66922	99
447,18069	102
447,69217	79
448,2037	65
448,71524	77
449,22681	50
449,73837	88
450,25	65
450,76163	81
451,27328	102
451,78497	86
452,29666	80
452,80841	87
453,32016	153
453,83194	95
454,34375	125
454,85559	136
455,36743	139
455,8793	123
456,3912	145
456,90314	135
457,4151	142
457,92706	142
458,43906	189
458,95108	159
459,46313	186
459,97522	183
460,4873	249
460,99942	215
461,51157	255
462,02374	253
462,53595	328
463,04816	346
463,56039	421
464,07266	456
464,58496	566
465,09729	633
465,60962	692
466,12198	795
466,63437	911
467,14679	1044
467,65924	1175
468,17169	1275
468,68417	1397
469,19669	1602
469,70923	1732
470,2218	1902
470,73438	2036
471,24698	2249
471,75961	2356
472,27228	2463
472,78494	2567
473,29767	2584
473,81039	2621
474,32315	2681
474,83594	2706
475,34872	2668
475,86157	2651
476,37442	2552
476,8873	2393
477,40018	2205
477,91312	2097
478,42606	1955
478,93903	1814
479,45203	1682
479,96506	1517
480,47812	1351
480,99118	1192
481,50427	1061
482,0174	932
482,53055	830
483,0437	740
483,55692	626
484,07013	515
