Date and Time:                Fri May 23 18:33:11.779 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	1
285,25876	2
285,76248	2
286,26624	3
286,77002	-2
287,2738	-2
287,77762	2
288,28146	-1
288,78531	3
289,28922	4
289,79312	6
290,29706	0
290,80103	5
291,30502	0
291,80902	6
292,31308	3
292,81714	-2
293,32123	4
293,82532	-2
294,32947	-3
294,83362	8
295,3378	4
295,84201	-2
296,34625	-1
296,85049	1
297,35477	0
297,85907	-1
298,3634	1
298,86777	3
299,37213	11
299,87656	-2
300,38098	1
300,88541	5
301,38989	-1
301,89441	-7
302,39893	5
302,90347	-4
303,40805	6
303,91263	2
304,41727	4
304,92191	11
305,42657	0
305,93127	7
306,43597	1
306,94073	-4
307,4455	1
307,95029	-3
308,45511	3
308,95993	-1
309,46481	5
309,9697	1
310,47461	8
310,97955	0
311,4845	7
311,9895	9
312,49451	4
312,99954	-6
313,50461	2
314,00967	8
314,5148	-6
315,01993	6
315,52509	-2
316,03027	-1
316,53546	-5
317,04071	3
317,54596	5
318,05124	-1
318,55655	2
319,06186	1
319,56723	-3
320,0726	3
320,578	3
321,08344	4
321,58887	2
322,09433	1
322,59985	8
323,10538	5
323,6109	0
324,11649	-2
324,62207	3
325,12769	7
325,63333	2
326,13901	4
326,64471	3
327,15042	0
327,65616	8
328,16193	9
328,66772	-4
329,17352	5
329,67938	-2
330,18524	-7
330,69113	-3
331,19702	-3
331,70297	1
332,20892	10
332,7149	5
333,22092	9
333,72696	7
334,233	-7
334,73911	2
335,24521	3
335,75134	10
336,25748	8
336,76367	0
337,26987	4
337,77609	4
338,28235	4
338,78864	6
339,29492	2
339,80127	0
340,30762	3
340,814	2
341,32037	11
341,82681	-3
342,33325	-1
342,83972	2
343,34622	10
343,85275	2
344,35928	1
344,86584	9
345,37247	2
345,87906	0
346,38571	-3
346,89236	1
347,39908	3
347,90579	10
348,41254	2
348,91928	7
349,42609	2
349,93289	5
350,43973	2
350,94659	3
351,45349	2
351,96039	0
352,46732	-4
352,97427	6
353,48126	7
353,98828	7
354,4953	-3
355,00235	-1
355,50943	7
356,01654	0
356,52368	5
357,03082	4
357,53799	-3
358,0452	7
358,55243	3
359,05969	2
359,56696	1
360,07428	13
360,5816	2
361,08893	9
361,59631	7
362,1037	3
362,61115	-5
363,11859	0
363,62604	-1
364,13354	2
364,64105	8
365,14859	4
365,65616	-1
366,16376	5
366,67139	5
367,17902	-1
367,68668	1
368,19437	3
368,70209	5
369,20984	3
369,71759	1
370,22537	1
370,73318	10
371,24103	6
371,7489	4
372,25677	3
372,76468	11
373,27261	4
373,78058	3
374,28854	3
374,79657	5
375,3046	12
375,81265	-1
376,32071	4
376,82883	9
377,33694	1
377,84509	2
378,35327	10
378,86148	4
379,36972	4
379,87796	-5
380,38623	4
380,89453	3
381,40286	8
381,91119	8
382,41959	-2
382,92798	3
383,4364	5
383,94482	-2
384,45331	9
384,96179	6
385,47031	4
385,97885	-2
386,48743	9
386,996	-4
387,50464	8
388,01328	2
388,52194	13
389,03061	-6
389,53934	5
390,04807	-2
390,55682	8
391,06561	4
391,57443	11
392,08325	7
392,59213	-2
393,10101	7
393,60989	-3
394,11884	-9
394,62781	2
395,13678	1
395,64578	6
396,15482	7
396,66385	5
397,17294	12
397,68204	1
398,19116	3
398,70032	9
399,2095	5
399,71869	1
400,22791	10
400,73715	2
401,24643	6
401,75574	13
402,26505	0
402,77441	-3
403,28378	0
403,79318	-2
404,30258	10
404,81204	7
405,3215	1
405,83099	7
406,34052	-4
406,85004	12
407,35962	8
407,8692	6
408,37881	1
408,88846	4
409,3981	-1
409,90781	2
410,41751	4
410,92725	0
411,43701	7
411,94678	5
412,4566	9
412,96643	-1
413,47629	10
413,98618	3
414,49606	8
415,00601	8
415,51596	8
416,02594	8
416,53595	1
417,04596	0
417,55603	15
418,0661	7
418,5762	-2
419,08633	7
419,59647	4
420,10663	-8
420,61685	14
421,12708	6
421,6373	6
422,14758	9
422,65787	9
423,16818	3
423,67853	7
424,1889	12
424,69931	9
425,20972	6
425,72015	4
426,23062	10
426,74112	1
427,25162	4
427,76218	12
428,27274	14
428,78333	12
429,29395	16
429,80457	10
430,31522	18
430,82593	14
431,33661	11
431,84735	12
432,35812	18
432,8689	18
433,3797	19
433,89053	22
434,4014	17
434,91226	3
435,42319	22
435,93411	13
436,44507	29
436,95602	26
437,46704	3
437,97806	23
438,48911	15
439,00018	14
439,51129	8
440,0224	26
440,53357	35
441,04474	9
441,55594	-6
442,06714	10
442,5784	12
443,08966	22
443,60095	18
444,11227	28
444,62363	33
445,13498	46
445,64636	14
446,15778	19
446,66922	32
447,18069	35
447,69217	49
448,2037	7
448,71524	11
449,22681	43
449,73837	11
450,25	0
450,76163	30
451,27328	56
451,78497	10
452,29666	25
452,80841	55
453,32016	22
453,83194	30
454,34375	19
454,85559	52
455,36743	20
455,8793	38
456,3912	8
456,90314	59
457,4151	40
457,92706	69
458,43906	55
458,95108	78
459,46313	76
459,97522	63
460,4873	54
460,99942	80
461,51157	73
462,02374	117
462,53595	146
463,04816	133
463,56039	164
464,07266	180
464,58496	210
465,09729	241
465,60962	274
466,12198	305
466,63437	396
467,14679	422
467,65924	493
468,17169	570
468,68417	631
469,19669	738
469,70923	834
470,2218	903
470,73438	983
471,24698	1111
471,75961	1169
472,27228	1242
472,78494	1329
473,29767	1334
473,81039	1397
474,32315	1444
474,83594	1488
475,34872	1498
475,86157	1451
476,37442	1422
476,8873	1370
477,40018	1320
477,91312	1243
478,42606	1193
478,93903	1120
479,45203	1031
479,96506	976
480,47812	906
480,99118	788
481,50427	731
