Date and Time:                Fri May 23 21:00:31.641 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0,07
Accumulate Cycle Time (secs): 0,07
Frequency (Hz):               14,286
Number of Accumulations:      100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	328
285,25876	320
285,76248	321
286,26624	326
286,77002	334
287,2738	337
287,77762	330
288,28146	354
288,78531	348
289,28922	327
289,79312	354
290,29706	357
290,80103	373
291,30502	318
291,80902	348
292,31308	330
292,81714	344
293,32123	344
293,82532	333
294,32947	349
294,83362	350
295,3378	349
295,84201	341
296,34625	359
296,85049	332
297,35477	365
297,85907	350
298,3634	354
298,86777	357
299,37213	336
299,87656	359
300,38098	355
300,88541	354
301,38989	369
301,89441	346
302,39893	348
302,90347	356
303,40805	369
303,91263	347
304,41727	370
304,92191	363
305,42657	378
305,93127	362
306,43597	350
306,94073	363
307,4455	386
307,95029	368
308,45511	358
308,95993	361
309,46481	361
309,9697	356
310,47461	362
310,97955	366
311,4845	397
311,9895	373
312,49451	372
312,99954	378
313,50461	382
314,00967	394
314,5148	387
315,01993	387
315,52509	378
316,03027	406
316,53546	397
317,04071	397
317,54596	416
318,05124	411
318,55655	404
319,06186	399
319,56723	387
320,0726	406
320,578	403
321,08344	414
321,58887	410
322,09433	413
322,59985	417
323,10538	414
323,6109	418
324,11649	420
324,62207	430
325,12769	406
325,63333	428
326,13901	452
326,64471	423
327,15042	435
327,65616	426
328,16193	432
328,66772	441
329,17352	449
329,67938	443
330,18524	424
330,69113	438
331,19702	438
331,70297	441
332,20892	454
332,7149	461
333,22092	457
333,72696	461
334,233	455
334,73911	465
335,24521	469
335,75134	449
336,25748	475
336,76367	469
337,26987	475
337,77609	452
338,28235	482
338,78864	462
339,29492	476
339,80127	484
340,30762	491
340,814	478
341,32037	494
341,82681	486
342,33325	524
342,83972	487
343,34622	511
343,85275	490
344,35928	503
344,86584	507
345,37247	491
345,87906	505
346,38571	508
346,89236	523
347,39908	522
347,90579	509
348,41254	525
348,91928	509
349,42609	523
349,93289	499
350,43973	510
350,94659	512
351,45349	507
351,96039	514
352,46732	499
352,97427	517
353,48126	497
353,98828	519
354,4953	522
355,00235	520
355,50943	523
356,01654	515
356,52368	503
357,03082	519
357,53799	538
358,0452	524
358,55243	544
359,05969	533
359,56696	526
360,07428	526
360,5816	511
361,08893	542
361,59631	538
362,1037	541
362,61115	520
363,11859	536
363,62604	528
364,13354	539
364,64105	521
365,14859	524
365,65616	507
366,16376	508
366,67139	529
367,17902	537
367,68668	536
368,19437	498
368,70209	530
369,20984	498
369,71759	511
370,22537	550
370,73318	539
371,24103	525
371,7489	534
372,25677	524
372,76468	533
373,27261	536
373,78058	525
374,28854	490
374,79657	525
375,3046	490
375,81265	523
376,32071	512
376,82883	521
377,33694	528
377,84509	524
378,35327	524
378,86148	517
379,36972	513
379,87796	506
380,38623	523
380,89453	500
381,40286	514
381,91119	495
382,41959	509
382,92798	516
383,4364	510
383,94482	511
384,45331	497
384,96179	510
385,47031	498
385,97885	496
386,48743	484
386,996	487
387,50464	488
388,01328	509
388,52194	479
389,03061	499
389,53934	507
390,04807	487
390,55682	500
391,06561	500
391,57443	498
392,08325	491
392,59213	462
393,10101	470
393,60989	481
394,11884	500
394,62781	468
395,13678	466
395,64578	466
396,15482	472
396,66385	487
397,17294	463
397,68204	477
398,19116	452
398,70032	455
399,2095	461
399,71869	475
400,22791	434
400,73715	440
401,24643	451
401,75574	447
402,26505	436
402,77441	447
403,28378	435
403,79318	426
404,30258	413
404,81204	427
405,3215	421
405,83099	438
406,34052	412
406,85004	436
407,35962	427
407,8692	404
408,37881	421
408,88846	426
409,3981	425
409,90781	435
410,41751	407
410,92725	434
411,43701	402
411,94678	396
412,4566	392
412,96643	418
413,47629	395
413,98618	412
414,49606	387
415,00601	384
415,51596	389
416,02594	378
416,53595	382
417,04596	385
417,55603	402
418,0661	394
418,5762	399
419,08633	388
419,59647	378
420,10663	377
420,61685	364
421,12708	360
421,6373	368
422,14758	422
422,65787	351
423,16818	381
423,67853	373
424,1889	378
424,69931	364
425,20972	404
425,72015	383
426,23062	389
426,74112	384
427,25162	371
427,76218	392
428,27274	377
428,78333	402
429,29395	370
429,80457	395
430,31522	385
430,82593	375
431,33661	376
431,84735	369
432,35812	359
432,8689	370
433,3797	367
433,89053	374
434,4014	378
434,91226	375
435,42319	413
435,93411	385
436,44507	399
436,95602	365
437,46704	377
437,97806	386
438,48911	385
439,00018	383
439,51129	373
440,0224	378
440,53357	398
441,04474	389
441,55594	388
442,06714	401
442,5784	386
443,08966	381
443,60095	405
444,11227	385
444,62363	356
445,13498	398
445,64636	401
446,15778	405
446,66922	416
447,18069	437
447,69217	413
448,2037	432
448,71524	458
449,22681	460
449,73837	502
450,25	490
450,76163	534
451,27328	562
451,78497	579
452,29666	644
452,80841	659
453,32016	731
453,83194	848
454,34375	956
454,85559	1030
455,36743	1176
455,8793	1287
456,3912	1470
456,90314	1685
457,4151	1887
457,92706	2120
458,43906	2396
458,95108	2677
459,46313	3054
459,97522	3474
460,4873	3945
460,99942	4470
461,51157	5055
462,02374	5712
462,53595	6452
463,04816	7306
463,56039	8371
464,07266	9483
464,58496	10884
465,09729	12560
465,60962	14473
466,12198	16572
466,63437	18789
467,14679	21021
467,65924	23540
468,17169	26440
468,68417	29776
469,19669	32896
469,70923	35947
470,2218	38749
470,73438	41664
471,24698	44550
471,75961	47989
472,27228	51727
472,78494	55138
473,29767	58437
473,81039	60950
474,32315	63086
474,83594	64109
475,34872	64062
475,86157	63301
476,37442	61813
476,8873	59675
477,40018	57414
477,91312	54423
478,42606	51299
478,93903	48305
479,45203	44919
479,96506	41248
480,47812	37752
480,99118	34225
481,50427	30707
482,0174	27338
482,53055	24129
