Date and Time:                Thu May 22 17:57:34.113 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	2
285,25876	-1
285,76248	-2
286,26624	2
286,77002	5
287,2738	-1
287,77762	3
288,28146	1
288,78531	5
289,28922	3
289,79312	0
290,29706	-5
290,80103	2
291,30502	0
291,80902	5
292,31308	3
292,81714	4
293,32123	-2
293,82532	-3
294,32947	-6
294,83362	-1
295,3378	0
295,84201	2
296,34625	0
296,85049	-5
297,35477	-2
297,85907	3
298,3634	0
298,86777	4
299,37213	4
299,87656	-4
300,38098	4
300,88541	2
301,38989	-6
301,89441	6
302,39893	5
302,90347	-3
303,40805	-5
303,91263	4
304,41727	1
304,92191	4
305,42657	0
305,93127	1
306,43597	1
306,94073	-1
307,4455	-2
307,95029	7
308,45511	-4
308,95993	2
309,46481	-4
309,9697	2
310,47461	2
310,97955	-6
311,4845	1
311,9895	1
312,49451	-1
312,99954	-5
313,50461	-1
314,00967	2
314,5148	4
315,01993	3
315,52509	1
316,03027	6
316,53546	3
317,04071	-4
317,54596	5
318,05124	1
318,55655	2
319,06186	3
319,56723	0
320,0726	4
320,578	9
321,08344	5
321,58887	5
322,09433	2
322,59985	4
323,10538	-12
323,6109	2
324,11649	2
324,62207	1
325,12769	5
325,63333	4
326,13901	2
326,64471	-1
327,15042	-9
327,65616	0
328,16193	2
328,66772	-10
329,17352	5
329,67938	12
330,18524	-7
330,69113	3
331,19702	10
331,70297	-1
332,20892	-3
332,7149	2
333,22092	-4
333,72696	0
334,233	-2
334,73911	0
335,24521	6
335,75134	-3
336,25748	0
336,76367	-2
337,26987	-14
337,77609	6
338,28235	-1
338,78864	3
339,29492	0
339,80127	-2
340,30762	-1
340,814	-3
341,32037	-2
341,82681	6
342,33325	1
342,83972	-2
343,34622	8
343,85275	-4
344,35928	-4
344,86584	4
345,37247	-2
345,87906	2
346,38571	4
346,89236	4
347,39908	3
347,90579	2
348,41254	-3
348,91928	1
349,42609	-1
349,93289	0
350,43973	2
350,94659	-1
351,45349	4
351,96039	4
352,46732	-2
352,97427	-4
353,48126	0
353,98828	-3
354,4953	1
355,00235	1
355,50943	-9
356,01654	-3
356,52368	4
357,03082	3
357,53799	-2
358,0452	-4
358,55243	-4
359,05969	4
359,56696	-2
360,07428	5
360,5816	4
361,08893	11
361,59631	-6
362,1037	0
362,61115	-2
363,11859	-7
363,62604	5
364,13354	0
364,64105	4
365,14859	-1
365,65616	3
366,16376	2
366,67139	12
367,17902	-4
367,68668	-4
368,19437	4
368,70209	-1
369,20984	-1
369,71759	-1
370,22537	3
370,73318	-1
371,24103	-2
371,7489	-10
372,25677	0
372,76468	-10
373,27261	5
373,78058	6
374,28854	2
374,79657	-4
375,3046	-1
375,81265	-5
376,32071	1
376,82883	-1
377,33694	1
377,84509	6
378,35327	0
378,86148	10
379,36972	-1
379,87796	4
380,38623	-5
380,89453	1
381,40286	1
381,91119	-8
382,41959	9
382,92798	-4
383,4364	-2
383,94482	-9
384,45331	1
384,96179	3
385,47031	5
385,97885	-4
386,48743	2
386,996	8
387,50464	-4
388,01328	-1
388,52194	12
389,03061	5
389,53934	3
390,04807	7
390,55682	-3
391,06561	2
391,57443	-2
392,08325	-4
392,59213	-4
393,10101	2
393,60989	0
394,11884	-2
394,62781	-3
395,13678	-4
395,64578	3
396,15482	-3
396,66385	3
397,17294	-2
397,68204	-7
398,19116	4
398,70032	1
399,2095	3
399,71869	2
400,22791	1
400,73715	2
401,24643	10
401,75574	-2
402,26505	3
402,77441	7
403,28378	3
403,79318	-1
404,30258	-3
404,81204	9
405,3215	1
405,83099	5
406,34052	-9
406,85004	-3
407,35962	-3
407,8692	0
408,37881	-1
408,88846	-4
409,3981	4
409,90781	6
410,41751	1
410,92725	4
411,43701	3
411,94678	2
412,4566	4
412,96643	-5
413,47629	0
413,98618	2
414,49606	-5
415,00601	2
415,51596	4
416,02594	3
416,53595	-1
417,04596	1
417,55603	-1
418,0661	-1
418,5762	3
419,08633	5
419,59647	3
420,10663	-1
420,61685	9
421,12708	1
421,6373	-9
422,14758	-2
422,65787	-3
423,16818	-2
423,67853	2
424,1889	2
424,69931	1
425,20972	-6
425,72015	4
426,23062	4
426,74112	-1
427,25162	1
427,76218	7
428,27274	-9
428,78333	1
429,29395	2
429,80457	-3
430,31522	2
430,82593	7
431,33661	9
431,84735	7
432,35812	21
432,8689	-3
433,3797	1
433,89053	7
434,4014	8
434,91226	5
435,42319	4
435,93411	13
436,44507	4
436,95602	5
437,46704	15
437,97806	9
438,48911	-4
439,00018	8
439,51129	12
440,0224	9
440,53357	21
441,04474	10
441,55594	19
442,06714	6
442,5784	24
443,08966	9
443,60095	25
444,11227	17
444,62363	20
445,13498	3
445,64636	0
446,15778	42
446,66922	-10
447,18069	33
447,69217	14
448,2037	31
448,71524	39
449,22681	32
449,73837	37
450,25	-2
450,76163	49
451,27328	4
451,78497	54
452,29666	34
452,80841	-18
453,32016	35
453,83194	39
454,34375	41
454,85559	31
455,36743	46
455,8793	31
456,3912	57
456,90314	44
457,4151	12
457,92706	46
458,43906	21
458,95108	47
459,46313	80
459,97522	44
460,4873	110
460,99942	82
461,51157	128
462,02374	112
462,53595	142
463,04816	116
463,56039	148
464,07266	197
464,58496	205
465,09729	245
465,60962	293
466,12198	320
466,63437	398
467,14679	405
467,65924	517
468,17169	563
468,68417	643
469,19669	707
469,70923	777
470,2218	854
470,73438	927
471,24698	1003
471,75961	1047
472,27228	1091
472,78494	1135
473,29767	1159
473,81039	1207
474,32315	1233
474,83594	1218
475,34872	1197
475,86157	1174
476,37442	1123
476,8873	1049
477,40018	1003
