Date and Time:                Thu May 22 18:21:04.694 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-2
285,25876	2
285,76248	2
286,26624	0
286,77002	0
287,2738	7
287,77762	1
288,28146	-1
288,78531	1
289,28922	1
289,79312	4
290,29706	0
290,80103	-3
291,30502	-6
291,80902	2
292,31308	8
292,81714	3
293,32123	3
293,82532	2
294,32947	2
294,83362	3
295,3378	3
295,84201	3
296,34625	-5
296,85049	4
297,35477	0
297,85907	5
298,3634	-3
298,86777	-2
299,37213	2
299,87656	3
300,38098	3
300,88541	6
301,38989	0
301,89441	0
302,39893	-1
302,90347	0
303,40805	0
303,91263	-1
304,41727	4
304,92191	-8
305,42657	4
305,93127	-1
306,43597	-2
306,94073	1
307,4455	4
307,95029	0
308,45511	3
308,95993	-3
309,46481	3
309,9697	3
310,47461	-1
310,97955	-5
311,4845	3
311,9895	4
312,49451	1
312,99954	3
313,50461	1
314,00967	-4
314,5148	3
315,01993	-7
315,52509	-5
316,03027	4
316,53546	0
317,04071	1
317,54596	0
318,05124	3
318,55655	7
319,06186	2
319,56723	-2
320,0726	-6
320,578	0
321,08344	1
321,58887	5
322,09433	5
322,59985	3
323,10538	-3
323,6109	2
324,11649	-5
324,62207	4
325,12769	1
325,63333	-3
326,13901	-1
326,64471	4
327,15042	9
327,65616	-6
328,16193	5
328,66772	4
329,17352	-1
329,67938	-2
330,18524	2
330,69113	-2
331,19702	-3
331,70297	3
332,20892	-1
332,7149	2
333,22092	5
333,72696	0
334,233	-3
334,73911	2
335,24521	14
335,75134	1
336,25748	-1
336,76367	3
337,26987	6
337,77609	0
338,28235	9
338,78864	0
339,29492	-8
339,80127	5
340,30762	3
340,814	11
341,32037	1
341,82681	-5
342,33325	0
342,83972	4
343,34622	-3
343,85275	-5
344,35928	-1
344,86584	1
345,37247	-2
345,87906	0
346,38571	-1
346,89236	4
347,39908	-5
347,90579	-5
348,41254	7
348,91928	6
349,42609	5
349,93289	-2
350,43973	3
350,94659	-7
351,45349	11
351,96039	-1
352,46732	1
352,97427	7
353,48126	1
353,98828	1
354,4953	2
355,00235	1
355,50943	-1
356,01654	0
356,52368	-5
357,03082	1
357,53799	1
358,0452	-9
358,55243	-3
359,05969	2
359,56696	-4
360,07428	-6
360,5816	-2
361,08893	10
361,59631	4
362,1037	6
362,61115	-7
363,11859	1
363,62604	-6
364,13354	0
364,64105	-2
365,14859	2
365,65616	1
366,16376	5
366,67139	14
367,17902	-6
367,68668	7
368,19437	-4
368,70209	2
369,20984	-2
369,71759	1
370,22537	2
370,73318	4
371,24103	3
371,7489	-6
372,25677	8
372,76468	9
373,27261	3
373,78058	9
374,28854	-2
374,79657	8
375,3046	3
375,81265	2
376,32071	5
376,82883	5
377,33694	-3
377,84509	12
378,35327	3
378,86148	3
379,36972	2
379,87796	2
380,38623	2
380,89453	7
381,40286	6
381,91119	4
382,41959	-5
382,92798	-5
383,4364	-9
383,94482	-4
384,45331	0
384,96179	0
385,47031	9
385,97885	-3
386,48743	2
386,996	1
387,50464	3
388,01328	1
388,52194	5
389,03061	-1
389,53934	3
390,04807	7
390,55682	-3
391,06561	6
391,57443	2
392,08325	0
392,59213	-3
393,10101	4
393,60989	-1
394,11884	0
394,62781	10
395,13678	5
395,64578	3
396,15482	4
396,66385	5
397,17294	3
397,68204	4
398,19116	0
398,70032	12
399,2095	3
399,71869	6
400,22791	-1
400,73715	0
401,24643	8
401,75574	9
402,26505	3
402,77441	4
403,28378	3
403,79318	5
404,30258	9
404,81204	1
405,3215	0
405,83099	4
406,34052	3
406,85004	10
407,35962	4
407,8692	3
408,37881	2
408,88846	5
409,3981	-1
409,90781	4
410,41751	1
410,92725	-5
411,43701	3
411,94678	3
412,4566	7
412,96643	4
413,47629	4
413,98618	5
414,49606	6
415,00601	-4
415,51596	4
416,02594	4
416,53595	2
417,04596	1
417,55603	5
418,0661	4
418,5762	-6
419,08633	12
419,59647	-5
420,10663	5
420,61685	1
421,12708	2
421,6373	-5
422,14758	-2
422,65787	-7
423,16818	-4
423,67853	0
424,1889	-9
424,69931	4
425,20972	9
425,72015	2
426,23062	-3
426,74112	1
427,25162	6
427,76218	2
428,27274	2
428,78333	1
429,29395	1
429,80457	4
430,31522	3
430,82593	5
431,33661	1
431,84735	14
432,35812	-2
432,8689	-3
433,3797	14
433,89053	0
434,4014	-4
434,91226	5
435,42319	1
435,93411	-1
436,44507	16
436,95602	11
437,46704	9
437,97806	21
438,48911	24
439,00018	5
439,51129	11
440,0224	5
440,53357	8
441,04474	-5
441,55594	23
442,06714	14
442,5784	4
443,08966	-6
443,60095	26
444,11227	25
444,62363	-4
445,13498	-2
445,64636	-12
446,15778	30
446,66922	25
447,18069	47
447,69217	12
448,2037	36
448,71524	-14
449,22681	10
449,73837	18
450,25	18
450,76163	37
451,27328	36
451,78497	14
452,29666	42
452,80841	38
453,32016	46
453,83194	35
454,34375	-4
454,85559	54
455,36743	12
455,8793	52
456,3912	41
456,90314	50
457,4151	30
457,92706	80
458,43906	49
458,95108	62
459,46313	70
459,97522	73
460,4873	64
460,99942	109
461,51157	119
462,02374	136
462,53595	123
463,04816	175
463,56039	187
464,07266	197
464,58496	252
465,09729	313
465,60962	347
466,12198	386
466,63437	436
467,14679	515
467,65924	627
468,17169	687
468,68417	776
469,19669	857
469,70923	960
470,2218	1060
470,73438	1153
471,24698	1267
471,75961	1290
472,27228	1409
472,78494	1494
473,29767	1535
473,81039	1563
474,32315	1600
474,83594	1640
475,34872	1664
475,86157	1597
476,37442	1551
476,8873	1512
477,40018	1408
477,91312	1348
478,42606	1251
478,93903	1201
