Date and Time:                Thu May 22 18:14:07.349 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-1
285,25876	7
285,76248	4
286,26624	5
286,77002	1
287,2738	6
287,77762	2
288,28146	-6
288,78531	0
289,28922	4
289,79312	10
290,29706	3
290,80103	-2
291,30502	-6
291,80902	1
292,31308	5
292,81714	4
293,32123	6
293,82532	4
294,32947	-5
294,83362	2
295,3378	7
295,84201	6
296,34625	2
296,85049	-5
297,35477	2
297,85907	7
298,3634	4
298,86777	8
299,37213	5
299,87656	-4
300,38098	5
300,88541	5
301,38989	-2
301,89441	0
302,39893	-5
302,90347	-3
303,40805	5
303,91263	-1
304,41727	5
304,92191	0
305,42657	3
305,93127	-1
306,43597	-1
306,94073	-3
307,4455	-3
307,95029	1
308,45511	-5
308,95993	4
309,46481	7
309,9697	2
310,47461	0
310,97955	6
311,4845	0
311,9895	-7
312,49451	3
312,99954	4
313,50461	6
314,00967	6
314,5148	11
315,01993	-4
315,52509	8
316,03027	-4
316,53546	4
317,04071	-1
317,54596	2
318,05124	10
318,55655	13
319,06186	3
319,56723	2
320,0726	1
320,578	3
321,08344	-5
321,58887	1
322,09433	-1
322,59985	4
323,10538	0
323,6109	6
324,11649	-1
324,62207	-3
325,12769	0
325,63333	1
326,13901	-1
326,64471	-2
327,15042	3
327,65616	-6
328,16193	-4
328,66772	-10
329,17352	-1
329,67938	0
330,18524	-4
330,69113	-1
331,19702	3
331,70297	2
332,20892	1
332,7149	2
333,22092	2
333,72696	4
334,233	8
334,73911	8
335,24521	5
335,75134	1
336,25748	6
336,76367	1
337,26987	6
337,77609	-1
338,28235	-1
338,78864	0
339,29492	2
339,80127	3
340,30762	4
340,814	7
341,32037	5
341,82681	8
342,33325	1
342,83972	4
343,34622	3
343,85275	0
344,35928	1
344,86584	0
345,37247	5
345,87906	5
346,38571	7
346,89236	4
347,39908	3
347,90579	-5
348,41254	-1
348,91928	-2
349,42609	2
349,93289	-5
350,43973	3
350,94659	3
351,45349	-4
351,96039	1
352,46732	2
352,97427	2
353,48126	5
353,98828	6
354,4953	1
355,00235	1
355,50943	-5
356,01654	4
356,52368	-6
357,03082	3
357,53799	4
358,0452	1
358,55243	-5
359,05969	4
359,56696	8
360,07428	1
360,5816	-5
361,08893	-6
361,59631	3
362,1037	1
362,61115	5
363,11859	-6
363,62604	6
364,13354	-1
364,64105	9
365,14859	4
365,65616	-1
366,16376	3
366,67139	-2
367,17902	-8
367,68668	2
368,19437	1
368,70209	1
369,20984	7
369,71759	-1
370,22537	-2
370,73318	4
371,24103	0
371,7489	-7
372,25677	6
372,76468	-3
373,27261	-5
373,78058	1
374,28854	-4
374,79657	-5
375,3046	1
375,81265	5
376,32071	2
376,82883	-7
377,33694	2
377,84509	0
378,35327	-6
378,86148	-4
379,36972	7
379,87796	5
380,38623	-12
380,89453	-8
381,40286	0
381,91119	-1
382,41959	0
382,92798	1
383,4364	-5
383,94482	-6
384,45331	-2
384,96179	6
385,47031	9
385,97885	5
386,48743	-7
386,996	4
387,50464	0
388,01328	-2
388,52194	-1
389,03061	-2
389,53934	10
390,04807	3
390,55682	1
391,06561	-8
391,57443	9
392,08325	5
392,59213	2
393,10101	10
393,60989	5
394,11884	-4
394,62781	0
395,13678	6
395,64578	1
396,15482	-9
396,66385	-2
397,17294	-1
397,68204	1
398,19116	4
398,70032	-1
399,2095	0
399,71869	-5
400,22791	-1
400,73715	6
401,24643	6
401,75574	-3
402,26505	1
402,77441	5
403,28378	3
403,79318	-10
404,30258	-3
404,81204	5
405,3215	-4
405,83099	-4
406,34052	2
406,85004	2
407,35962	4
407,8692	6
408,37881	-5
408,88846	8
409,3981	6
409,90781	-4
410,41751	7
410,92725	2
411,43701	4
411,94678	-4
412,4566	1
412,96643	3
413,47629	-2
413,98618	7
414,49606	4
415,00601	-2
415,51596	-4
416,02594	3
416,53595	-1
417,04596	6
417,55603	9
418,0661	3
418,5762	-3
419,08633	1
419,59647	0
420,10663	4
420,61685	2
421,12708	-3
421,6373	-3
422,14758	-3
422,65787	-2
423,16818	4
423,67853	8
424,1889	2
424,69931	0
425,20972	2
425,72015	1
426,23062	6
426,74112	0
427,25162	3
427,76218	7
428,27274	1
428,78333	14
429,29395	-10
429,80457	-3
430,31522	-13
430,82593	-7
431,33661	-8
431,84735	-3
432,35812	8
432,8689	1
433,3797	16
433,89053	-5
434,4014	3
434,91226	5
435,42319	-4
435,93411	-7
436,44507	6
436,95602	-7
437,46704	1
437,97806	1
438,48911	-10
439,00018	2
439,51129	22
440,0224	-16
440,53357	-7
441,04474	15
441,55594	5
442,06714	29
442,5784	29
443,08966	-20
443,60095	9
444,11227	5
444,62363	3
445,13498	9
445,64636	-1
446,15778	-26
446,66922	-38
447,18069	3
447,69217	9
448,2037	20
448,71524	12
449,22681	-14
449,73837	11
450,25	14
450,76163	-16
451,27328	30
451,78497	-16
452,29666	-32
452,80841	20
453,32016	-1
453,83194	22
454,34375	-17
454,85559	8
455,36743	45
455,8793	11
456,3912	21
456,90314	52
457,4151	17
457,92706	62
458,43906	80
458,95108	21
459,46313	99
459,97522	38
460,4873	70
460,99942	77
461,51157	98
462,02374	109
462,53595	121
463,04816	152
463,56039	168
464,07266	178
464,58496	237
465,09729	279
465,60962	332
466,12198	416
466,63437	463
467,14679	555
467,65924	627
468,17169	695
468,68417	797
469,19669	877
469,70923	942
470,2218	1046
470,73438	1155
471,24698	1208
471,75961	1307
472,27228	1367
472,78494	1464
473,29767	1505
473,81039	1480
474,32315	1512
474,83594	1525
475,34872	1480
475,86157	1483
476,37442	1384
476,8873	1299
477,40018	1262
