Date and Time:                Thu May 22 17:43:08.714 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	4
285,25876	-7
285,76248	3
286,26624	-1
286,77002	1
287,2738	-2
287,77762	3
288,28146	-3
288,78531	0
289,28922	-4
289,79312	4
290,29706	0
290,80103	4
291,30502	0
291,80902	-1
292,31308	-3
292,81714	0
293,32123	-1
293,82532	1
294,32947	-2
294,83362	1
295,3378	-1
295,84201	7
296,34625	2
296,85049	1
297,35477	2
297,85907	0
298,3634	-1
298,86777	1
299,37213	5
299,87656	4
300,38098	3
300,88541	-2
301,38989	0
301,89441	-1
302,39893	7
302,90347	3
303,40805	0
303,91263	-1
304,41727	6
304,92191	5
305,42657	-2
305,93127	4
306,43597	-2
306,94073	5
307,4455	1
307,95029	5
308,45511	-3
308,95993	0
309,46481	1
309,9697	0
310,47461	-3
310,97955	8
311,4845	-3
311,9895	0
312,49451	2
312,99954	4
313,50461	0
314,00967	0
314,5148	3
315,01993	5
315,52509	-4
316,03027	10
316,53546	2
317,04071	-1
317,54596	1
318,05124	2
318,55655	5
319,06186	-3
319,56723	3
320,0726	-2
320,578	3
321,08344	-2
321,58887	-4
322,09433	3
322,59985	-2
323,10538	3
323,6109	1
324,11649	2
324,62207	1
325,12769	-9
325,63333	4
326,13901	-1
326,64471	6
327,15042	1
327,65616	-6
328,16193	1
328,66772	3
329,17352	7
329,67938	1
330,18524	5
330,69113	-6
331,19702	0
331,70297	4
332,20892	4
332,7149	1
333,22092	2
333,72696	0
334,233	6
334,73911	10
335,24521	5
335,75134	3
336,25748	-7
336,76367	0
337,26987	0
337,77609	-3
338,28235	10
338,78864	-2
339,29492	-2
339,80127	-1
340,30762	7
340,814	1
341,32037	5
341,82681	8
342,33325	4
342,83972	5
343,34622	6
343,85275	2
344,35928	-1
344,86584	-4
345,37247	2
345,87906	-3
346,38571	-8
346,89236	2
347,39908	-1
347,90579	9
348,41254	-2
348,91928	-4
349,42609	2
349,93289	1
350,43973	8
350,94659	2
351,45349	-6
351,96039	2
352,46732	-1
352,97427	2
353,48126	3
353,98828	4
354,4953	1
355,00235	6
355,50943	2
356,01654	7
356,52368	-4
357,03082	5
357,53799	4
358,0452	-2
358,55243	4
359,05969	-2
359,56696	7
360,07428	6
360,5816	-1
361,08893	-2
361,59631	11
362,1037	-1
362,61115	10
363,11859	-3
363,62604	8
364,13354	4
364,64105	0
365,14859	1
365,65616	10
366,16376	-2
366,67139	-5
367,17902	-1
367,68668	5
368,19437	-1
368,70209	-5
369,20984	1
369,71759	-2
370,22537	1
370,73318	7
371,24103	0
371,7489	-3
372,25677	3
372,76468	1
373,27261	7
373,78058	0
374,28854	2
374,79657	-4
375,3046	5
375,81265	5
376,32071	1
376,82883	2
377,33694	3
377,84509	5
378,35327	-2
378,86148	-1
379,36972	-3
379,87796	1
380,38623	2
380,89453	9
381,40286	8
381,91119	1
382,41959	-2
382,92798	2
383,4364	10
383,94482	7
384,45331	4
384,96179	-14
385,47031	-1
385,97885	1
386,48743	-4
386,996	7
387,50464	-1
388,01328	1
388,52194	-7
389,03061	5
389,53934	5
390,04807	-1
390,55682	-7
391,06561	-1
391,57443	3
392,08325	0
392,59213	3
393,10101	7
393,60989	-5
394,11884	7
394,62781	5
395,13678	5
395,64578	2
396,15482	0
396,66385	3
397,17294	5
397,68204	5
398,19116	-1
398,70032	-10
399,2095	0
399,71869	3
400,22791	4
400,73715	3
401,24643	-7
401,75574	4
402,26505	0
402,77441	2
403,28378	3
403,79318	0
404,30258	-5
404,81204	-1
405,3215	-4
405,83099	-2
406,34052	2
406,85004	8
407,35962	2
407,8692	4
408,37881	2
408,88846	-3
409,3981	2
409,90781	0
410,41751	2
410,92725	3
411,43701	6
411,94678	-9
412,4566	0
412,96643	2
413,47629	6
413,98618	4
414,49606	-2
415,00601	6
415,51596	4
416,02594	2
416,53595	-1
417,04596	10
417,55603	5
418,0661	-1
418,5762	-1
419,08633	6
419,59647	3
420,10663	2
420,61685	-1
421,12708	3
421,6373	1
422,14758	5
422,65787	-2
423,16818	5
423,67853	-8
424,1889	-3
424,69931	-7
425,20972	3
425,72015	2
426,23062	-4
426,74112	-6
427,25162	6
427,76218	0
428,27274	-1
428,78333	3
429,29395	-7
429,80457	3
430,31522	-5
430,82593	6
431,33661	1
431,84735	1
432,35812	-5
432,8689	-9
433,3797	9
433,89053	-14
434,4014	-8
434,91226	-5
435,42319	-5
435,93411	-13
436,44507	15
436,95602	7
437,46704	14
437,97806	-3
438,48911	3
439,00018	12
439,51129	6
440,0224	17
440,53357	7
441,04474	7
441,55594	10
442,06714	24
442,5784	1
443,08966	-8
443,60095	7
444,11227	-4
444,62363	-9
445,13498	5
445,64636	13
446,15778	33
446,66922	9
447,18069	11
447,69217	-11
448,2037	-10
448,71524	32
449,22681	-2
449,73837	29
450,25	30
450,76163	9
451,27328	25
451,78497	47
452,29666	13
452,80841	-13
453,32016	-16
453,83194	-21
454,34375	23
454,85559	-2
455,36743	20
455,8793	25
456,3912	-14
456,90314	18
457,4151	35
457,92706	37
458,43906	30
458,95108	33
459,46313	12
459,97522	35
460,4873	62
460,99942	61
461,51157	84
462,02374	62
462,53595	113
463,04816	97
463,56039	135
464,07266	158
464,58496	191
465,09729	210
465,60962	254
466,12198	274
466,63437	351
467,14679	434
467,65924	510
468,17169	602
468,68417	670
469,19669	737
469,70923	894
470,2218	999
470,73438	1120
471,24698	1221
471,75961	1352
472,27228	1477
472,78494	1571
473,29767	1707
473,81039	1781
474,32315	1822
474,83594	1894
475,34872	1929
475,86157	1903
476,37442	1901
476,8873	1903
477,40018	1846
477,91312	1787
