Date and Time:                Thu May 22 17:49:39.426 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-3
285,25876	4
285,76248	-3
286,26624	-7
286,77002	0
287,2738	1
287,77762	-3
288,28146	-6
288,78531	-6
289,28922	-5
289,79312	-2
290,29706	-4
290,80103	-11
291,30502	-3
291,80902	-5
292,31308	-3
292,81714	-4
293,32123	-6
293,82532	-9
294,32947	-5
294,83362	-2
295,3378	-8
295,84201	-9
296,34625	-1
296,85049	-4
297,35477	-4
297,85907	-5
298,3634	-8
298,86777	-5
299,37213	1
299,87656	0
300,38098	-4
300,88541	-7
301,38989	-5
301,89441	-6
302,39893	-4
302,90347	-3
303,40805	-5
303,91263	-5
304,41727	-4
304,92191	-7
305,42657	-9
305,93127	-1
306,43597	-4
306,94073	-7
307,4455	-8
307,95029	-3
308,45511	-4
308,95993	3
309,46481	3
309,9697	-9
310,47461	-8
310,97955	-6
311,4845	-3
311,9895	-6
312,49451	-2
312,99954	1
313,50461	-7
314,00967	2
314,5148	-9
315,01993	-5
315,52509	-5
316,03027	-1
316,53546	-4
317,04071	-6
317,54596	-3
318,05124	-3
318,55655	-3
319,06186	1
319,56723	-6
320,0726	0
320,578	0
321,08344	-7
321,58887	1
322,09433	4
322,59985	-1
323,10538	5
323,6109	-5
324,11649	-3
324,62207	-10
325,12769	-8
325,63333	1
326,13901	-4
326,64471	3
327,15042	-10
327,65616	-5
328,16193	-6
328,66772	-4
329,17352	-4
329,67938	-2
330,18524	-2
330,69113	5
331,19702	-4
331,70297	0
332,20892	-10
332,7149	-6
333,22092	-12
333,72696	-1
334,233	-11
334,73911	-8
335,24521	-6
335,75134	1
336,25748	1
336,76367	8
337,26987	-4
337,77609	0
338,28235	-4
338,78864	-5
339,29492	-5
339,80127	-2
340,30762	-5
340,814	5
341,32037	0
341,82681	-9
342,33325	-2
342,83972	0
343,34622	2
343,85275	-17
344,35928	-3
344,86584	4
345,37247	-1
345,87906	-5
346,38571	2
346,89236	0
347,39908	1
347,90579	-4
348,41254	-2
348,91928	-4
349,42609	1
349,93289	-10
350,43973	-2
350,94659	4
351,45349	1
351,96039	1
352,46732	2
352,97427	-6
353,48126	-4
353,98828	-1
354,4953	-4
355,00235	-4
355,50943	-6
356,01654	-5
356,52368	-6
357,03082	6
357,53799	4
358,0452	-8
358,55243	-5
359,05969	-3
359,56696	-1
360,07428	-8
360,5816	-6
361,08893	-3
361,59631	-10
362,1037	-3
362,61115	3
363,11859	-11
363,62604	-7
364,13354	-2
364,64105	-2
365,14859	-5
365,65616	2
366,16376	-7
366,67139	-1
367,17902	-10
367,68668	-7
368,19437	-8
368,70209	1
369,20984	-3
369,71759	-4
370,22537	-3
370,73318	-3
371,24103	-7
371,7489	-3
372,25677	-3
372,76468	-6
373,27261	-3
373,78058	-1
374,28854	-1
374,79657	-10
375,3046	-10
375,81265	-5
376,32071	-9
376,82883	2
377,33694	-6
377,84509	8
378,35327	-2
378,86148	-7
379,36972	-6
379,87796	-7
380,38623	9
380,89453	-4
381,40286	-5
381,91119	-1
382,41959	-8
382,92798	0
383,4364	-6
383,94482	-3
384,45331	-10
384,96179	2
385,47031	5
385,97885	4
386,48743	1
386,996	-7
387,50464	2
388,01328	3
388,52194	-5
389,03061	8
389,53934	-7
390,04807	-7
390,55682	0
391,06561	1
391,57443	-4
392,08325	0
392,59213	-3
393,10101	3
393,60989	-4
394,11884	-7
394,62781	2
395,13678	3
395,64578	-6
396,15482	-5
396,66385	8
397,17294	3
397,68204	-8
398,19116	0
398,70032	1
399,2095	-1
399,71869	-14
400,22791	-4
400,73715	0
401,24643	-4
401,75574	-1
402,26505	-7
402,77441	-4
403,28378	-13
403,79318	6
404,30258	1
404,81204	-4
405,3215	-3
405,83099	-5
406,34052	-2
406,85004	1
407,35962	-7
407,8692	-4
408,37881	-4
408,88846	0
409,3981	-1
409,90781	-3
410,41751	-13
410,92725	1
411,43701	-1
411,94678	-5
412,4566	-1
412,96643	-2
413,47629	-4
413,98618	0
414,49606	-9
415,00601	-15
415,51596	-2
416,02594	0
416,53595	3
417,04596	4
417,55603	-8
418,0661	4
418,5762	-2
419,08633	-5
419,59647	3
420,10663	0
420,61685	-8
421,12708	-4
421,6373	-2
422,14758	1
422,65787	-4
423,16818	0
423,67853	2
424,1889	-5
424,69931	1
425,20972	-5
425,72015	-7
426,23062	-1
426,74112	3
427,25162	-3
427,76218	-13
428,27274	-1
428,78333	-12
429,29395	-7
429,80457	-4
430,31522	-4
430,82593	-3
431,33661	5
431,84735	-5
432,35812	4
432,8689	-5
433,3797	-5
433,89053	-10
434,4014	-12
434,91226	1
435,42319	-3
435,93411	-3
436,44507	-7
436,95602	-9
437,46704	-17
437,97806	-16
438,48911	-17
439,00018	-21
439,51129	5
440,0224	-16
440,53357	-19
441,04474	-27
441,55594	-28
442,06714	3
442,5784	-8
443,08966	-20
443,60095	-23
444,11227	-31
444,62363	-30
445,13498	0
445,64636	-25
446,15778	-8
446,66922	-40
447,18069	-26
447,69217	-30
448,2037	-32
448,71524	-61
449,22681	-34
449,73837	-14
450,25	-41
450,76163	-33
451,27328	-42
451,78497	-52
452,29666	-21
452,80841	-5
453,32016	-23
453,83194	-34
454,34375	-1
454,85559	-8
455,36743	-20
455,8793	24
456,3912	-21
456,90314	16
457,4151	15
457,92706	36
458,43906	24
458,95108	38
459,46313	58
459,97522	53
460,4873	55
460,99942	69
461,51157	60
462,02374	106
462,53595	147
463,04816	132
463,56039	161
464,07266	203
464,58496	253
465,09729	281
465,60962	350
466,12198	373
466,63437	450
467,14679	553
467,65924	631
468,17169	738
468,68417	798
