Date and Time:                Thu May 22 17:18:37.635 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-1
285,25876	2
285,76248	-1
286,26624	1
286,77002	-6
287,2738	-1
287,77762	3
288,28146	3
288,78531	6
289,28922	3
289,79312	1
290,29706	0
290,80103	-3
291,30502	2
291,80902	-1
292,31308	0
292,81714	1
293,32123	1
293,82532	8
294,32947	-6
294,83362	3
295,3378	2
295,84201	-5
296,34625	-7
296,85049	1
297,35477	1
297,85907	-5
298,3634	13
298,86777	-8
299,37213	-6
299,87656	6
300,38098	5
300,88541	4
301,38989	-2
301,89441	-1
302,39893	3
302,90347	-4
303,40805	-2
303,91263	1
304,41727	4
304,92191	1
305,42657	2
305,93127	-3
306,43597	0
306,94073	0
307,4455	0
307,95029	-7
308,45511	-7
308,95993	-3
309,46481	0
309,9697	1
310,47461	0
310,97955	-6
311,4845	0
311,9895	-5
312,49451	-5
312,99954	-8
313,50461	3
314,00967	-5
314,5148	-3
315,01993	-2
315,52509	13
316,03027	-1
316,53546	-3
317,04071	-4
317,54596	6
318,05124	5
318,55655	-1
319,06186	-1
319,56723	3
320,0726	-3
320,578	-5
321,08344	-1
321,58887	2
322,09433	3
322,59985	0
323,10538	5
323,6109	1
324,11649	2
324,62207	0
325,12769	-3
325,63333	2
326,13901	0
326,64471	0
327,15042	3
327,65616	-6
328,16193	3
328,66772	-4
329,17352	-1
329,67938	-4
330,18524	2
330,69113	-5
331,19702	-5
331,70297	-1
332,20892	3
332,7149	-6
333,22092	0
333,72696	-3
334,233	0
334,73911	7
335,24521	5
335,75134	-2
336,25748	10
336,76367	5
337,26987	-3
337,77609	-1
338,28235	-4
338,78864	-4
339,29492	7
339,80127	3
340,30762	2
340,814	-7
341,32037	-4
341,82681	2
342,33325	-3
342,83972	2
343,34622	-2
343,85275	-2
344,35928	2
344,86584	2
345,37247	-4
345,87906	-5
346,38571	-1
346,89236	-7
347,39908	1
347,90579	2
348,41254	1
348,91928	2
349,42609	-3
349,93289	0
350,43973	-2
350,94659	-3
351,45349	1
351,96039	1
352,46732	-2
352,97427	-1
353,48126	5
353,98828	-3
354,4953	6
355,00235	10
355,50943	1
356,01654	4
356,52368	2
357,03082	-11
357,53799	7
358,0452	-8
358,55243	-2
359,05969	0
359,56696	0
360,07428	2
360,5816	-4
361,08893	1
361,59631	-4
362,1037	2
362,61115	0
363,11859	-1
363,62604	3
364,13354	5
364,64105	-7
365,14859	4
365,65616	1
366,16376	1
366,67139	-1
367,17902	1
367,68668	2
368,19437	7
368,70209	0
369,20984	-1
369,71759	2
370,22537	2
370,73318	10
371,24103	-3
371,7489	8
372,25677	0
372,76468	1
373,27261	2
373,78058	-10
374,28854	0
374,79657	1
375,3046	4
375,81265	-5
376,32071	-2
376,82883	0
377,33694	7
377,84509	4
378,35327	-2
378,86148	2
379,36972	2
379,87796	1
380,38623	0
380,89453	11
381,40286	-4
381,91119	-8
382,41959	-2
382,92798	4
383,4364	-7
383,94482	4
384,45331	0
384,96179	4
385,47031	4
385,97885	-2
386,48743	0
386,996	-7
387,50464	1
388,01328	2
388,52194	2
389,03061	13
389,53934	5
390,04807	-10
390,55682	-3
391,06561	6
391,57443	-1
392,08325	1
392,59213	1
393,10101	-2
393,60989	10
394,11884	3
394,62781	4
395,13678	2
395,64578	6
396,15482	-2
396,66385	0
397,17294	2
397,68204	1
398,19116	-2
398,70032	0
399,2095	1
399,71869	-8
400,22791	-3
400,73715	-2
401,24643	1
401,75574	-3
402,26505	1
402,77441	0
403,28378	5
403,79318	9
404,30258	1
404,81204	3
405,3215	-6
405,83099	3
406,34052	1
406,85004	0
407,35962	8
407,8692	5
408,37881	5
408,88846	-9
409,3981	-6
409,90781	-1
410,41751	3
410,92725	4
411,43701	1
411,94678	2
412,4566	-7
412,96643	5
413,47629	-4
413,98618	0
414,49606	4
415,00601	5
415,51596	4
416,02594	3
416,53595	8
417,04596	3
417,55603	5
418,0661	-1
418,5762	2
419,08633	-2
419,59647	-3
420,10663	3
420,61685	-5
421,12708	-1
421,6373	-8
422,14758	-8
422,65787	-2
423,16818	-5
423,67853	9
424,1889	7
424,69931	3
425,20972	6
425,72015	2
426,23062	4
426,74112	-3
427,25162	0
427,76218	-6
428,27274	6
428,78333	-1
429,29395	5
429,80457	5
430,31522	3
430,82593	-6
431,33661	0
431,84735	-6
432,35812	-9
432,8689	-4
433,3797	15
433,89053	8
434,4014	5
434,91226	-4
435,42319	-2
435,93411	5
436,44507	-6
436,95602	-13
437,46704	-9
437,97806	-4
438,48911	17
439,00018	7
439,51129	16
440,0224	10
440,53357	-2
441,04474	-2
441,55594	15
442,06714	-5
442,5784	11
443,08966	-12
443,60095	2
444,11227	15
444,62363	16
445,13498	-16
445,64636	-1
446,15778	-21
446,66922	24
447,18069	29
447,69217	-3
448,2037	3
448,71524	-13
449,22681	-6
449,73837	26
450,25	52
450,76163	19
451,27328	18
451,78497	-2
452,29666	-8
452,80841	13
453,32016	11
453,83194	6
454,34375	-4
454,85559	14
455,36743	-12
455,8793	13
456,3912	9
456,90314	-17
457,4151	13
457,92706	-2
458,43906	10
458,95108	14
459,46313	9
459,97522	23
460,4873	33
460,99942	30
461,51157	52
462,02374	60
462,53595	79
463,04816	97
463,56039	80
464,07266	125
464,58496	112
465,09729	165
465,60962	215
466,12198	211
466,63437	287
467,14679	314
467,65924	380
468,17169	435
468,68417	514
469,19669	597
469,70923	654
470,2218	704
470,73438	824
471,24698	863
471,75961	966
472,27228	1046
472,78494	1106
473,29767	1143
473,81039	1177
474,32315	1194
474,83594	1236
475,34872	1235
475,86157	1239
476,37442	1201
