Date and Time:                Thu May 22 14:10:25.613 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-6
285,25876	0
285,76248	-1
286,26624	-1
286,77002	3
287,2738	2
287,77762	2
288,28146	-2
288,78531	2
289,28922	6
289,79312	4
290,29706	2
290,80103	0
291,30502	-5
291,80902	-6
292,31308	-6
292,81714	-1
293,32123	-1
293,82532	2
294,32947	-7
294,83362	0
295,3378	1
295,84201	3
296,34625	-2
296,85049	8
297,35477	4
297,85907	-2
298,3634	-1
298,86777	2
299,37213	7
299,87656	-2
300,38098	-1
300,88541	-5
301,38989	1
301,89441	2
302,39893	1
302,90347	1
303,40805	1
303,91263	2
304,41727	3
304,92191	3
305,42657	6
305,93127	5
306,43597	-1
306,94073	-1
307,4455	1
307,95029	7
308,45511	3
308,95993	7
309,46481	5
309,9697	-1
310,47461	3
310,97955	2
311,4845	3
311,9895	1
312,49451	-1
312,99954	2
313,50461	5
314,00967	1
314,5148	2
315,01993	0
315,52509	-1
316,03027	-3
316,53546	3
317,04071	-6
317,54596	3
318,05124	-5
318,55655	-6
319,06186	0
319,56723	2
320,0726	-4
320,578	1
321,08344	7
321,58887	6
322,09433	1
322,59985	3
323,10538	-5
323,6109	-3
324,11649	1
324,62207	1
325,12769	3
325,63333	-2
326,13901	-1
326,64471	5
327,15042	-5
327,65616	6
328,16193	3
328,66772	2
329,17352	-8
329,67938	-7
330,18524	1
330,69113	-6
331,19702	3
331,70297	1
332,20892	10
332,7149	2
333,22092	3
333,72696	1
334,233	1
334,73911	-1
335,24521	2
335,75134	-9
336,25748	5
336,76367	1
337,26987	-2
337,77609	-3
338,28235	1
338,78864	1
339,29492	-6
339,80127	-3
340,30762	0
340,814	-5
341,32037	1
341,82681	-1
342,33325	6
342,83972	-7
343,34622	11
343,85275	0
344,35928	1
344,86584	-2
345,37247	1
345,87906	2
346,38571	2
346,89236	-4
347,39908	6
347,90579	1
348,41254	4
348,91928	-2
349,42609	11
349,93289	3
350,43973	4
350,94659	-1
351,45349	12
351,96039	1
352,46732	-8
352,97427	6
353,48126	0
353,98828	9
354,4953	-3
355,00235	-1
355,50943	0
356,01654	-10
356,52368	2
357,03082	-1
357,53799	-1
358,0452	0
358,55243	3
359,05969	0
359,56696	11
360,07428	6
360,5816	-3
361,08893	2
361,59631	1
362,1037	-3
362,61115	3
363,11859	-2
363,62604	-6
364,13354	-2
364,64105	-4
365,14859	2
365,65616	-3
366,16376	-3
366,67139	3
367,17902	4
367,68668	0
368,19437	0
368,70209	8
369,20984	6
369,71759	10
370,22537	1
370,73318	4
371,24103	2
371,7489	0
372,25677	-2
372,76468	2
373,27261	0
373,78058	-4
374,28854	-5
374,79657	2
375,3046	3
375,81265	6
376,32071	7
376,82883	7
377,33694	1
377,84509	5
378,35327	10
378,86148	4
379,36972	-2
379,87796	4
380,38623	3
380,89453	8
381,40286	-1
381,91119	-1
382,41959	6
382,92798	1
383,4364	-5
383,94482	-1
384,45331	-3
384,96179	6
385,47031	2
385,97885	7
386,48743	3
386,996	-1
387,50464	-5
388,01328	4
388,52194	4
389,03061	1
389,53934	-8
390,04807	1
390,55682	-1
391,06561	2
391,57443	3
392,08325	3
392,59213	3
393,10101	12
393,60989	5
394,11884	4
394,62781	-3
395,13678	-1
395,64578	2
396,15482	-1
396,66385	9
397,17294	4
397,68204	1
398,19116	8
398,70032	-7
399,2095	2
399,71869	6
400,22791	-7
400,73715	0
401,24643	-3
401,75574	5
402,26505	4
402,77441	-6
403,28378	-1
403,79318	-2
404,30258	6
404,81204	-2
405,3215	5
405,83099	5
406,34052	-2
406,85004	0
407,35962	6
407,8692	6
408,37881	3
408,88846	4
409,3981	0
409,90781	7
410,41751	0
410,92725	2
411,43701	4
411,94678	4
412,4566	3
412,96643	5
413,47629	1
413,98618	-3
414,49606	7
415,00601	3
415,51596	-4
416,02594	2
416,53595	4
417,04596	2
417,55603	-4
418,0661	-2
418,5762	-2
419,08633	5
419,59647	3
420,10663	1
420,61685	2
421,12708	1
421,6373	8
422,14758	5
422,65787	1
423,16818	-1
423,67853	-3
424,1889	-7
424,69931	4
425,20972	-3
425,72015	3
426,23062	5
426,74112	8
427,25162	3
427,76218	7
428,27274	5
428,78333	0
429,29395	-2
429,80457	4
430,31522	-5
430,82593	0
431,33661	6
431,84735	20
432,35812	7
432,8689	2
433,3797	4
433,89053	0
434,4014	-2
434,91226	13
435,42319	10
435,93411	1
436,44507	-9
436,95602	13
437,46704	30
437,97806	12
438,48911	5
439,00018	17
439,51129	14
440,0224	33
440,53357	6
441,04474	8
441,55594	20
442,06714	17
442,5784	35
443,08966	5
443,60095	6
444,11227	27
444,62363	7
445,13498	34
445,64636	28
446,15778	30
446,66922	21
447,18069	50
447,69217	15
448,2037	51
448,71524	16
449,22681	27
449,73837	9
450,25	42
450,76163	44
451,27328	41
451,78497	51
452,29666	8
452,80841	70
453,32016	27
453,83194	25
454,34375	17
454,85559	14
455,36743	38
455,8793	39
456,3912	40
456,90314	32
457,4151	44
457,92706	16
458,43906	49
458,95108	58
459,46313	44
459,97522	56
460,4873	63
460,99942	74
461,51157	96
462,02374	85
462,53595	89
463,04816	82
463,56039	113
464,07266	110
464,58496	133
465,09729	128
465,60962	170
466,12198	197
466,63437	241
467,14679	265
467,65924	326
468,17169	372
468,68417	405
469,19669	472
469,70923	470
470,2218	563
470,73438	624
471,24698	667
471,75961	730
472,27228	798
472,78494	805
473,29767	892
473,81039	913
474,32315	929
474,83594	963
475,34872	961
475,86157	969
476,37442	931
476,8873	917
477,40018	871
477,91312	842
478,42606	796
478,93903	755
479,45203	709
479,96506	649
