Date and Time:                Fri May 9 19:13:42.135 2025
Software Version:             4.32.30137.0
Unstabilized Temperature (C): -82,492
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-1
285,25876	-1
285,76248	-5
286,26624	-3
286,77002	2
287,2738	-4
287,77762	1
288,28146	-1
288,78531	0
289,28922	1
289,79312	3
290,29706	2
290,80103	-2
291,30502	3
291,80902	-4
292,31308	-3
292,81714	3
293,32123	5
293,82532	-5
294,32947	0
294,83362	-3
295,3378	2
295,84201	-3
296,34625	1
296,85049	-1
297,35477	-5
297,85907	-4
298,3634	1
298,86777	-3
299,37213	-3
299,87656	1
300,38098	4
300,88541	5
301,38989	-4
301,89441	-1
302,39893	2
302,90347	-5
303,40805	-10
303,91263	4
304,41727	-5
304,92191	-2
305,42657	-2
305,93127	2
306,43597	5
306,94073	0
307,4455	-4
307,95029	-2
308,45511	-5
308,95993	-2
309,46481	-3
309,9697	2
310,47461	-5
310,97955	-1
311,4845	-3
311,9895	0
312,49451	-1
312,99954	-4
313,50461	5
314,00967	-1
314,5148	-4
315,01993	-1
315,52509	-4
316,03027	1
316,53546	0
317,04071	5
317,54596	-3
318,05124	-1
318,55655	3
319,06186	-9
319,56723	0
320,0726	-8
320,578	-2
321,08344	0
321,58887	3
322,09433	4
322,59985	2
323,10538	-3
323,6109	7
324,11649	-6
324,62207	3
325,12769	-6
325,63333	-4
326,13901	5
326,64471	-5
327,15042	-5
327,65616	3
328,16193	1
328,66772	2
329,17352	7
329,67938	7
330,18524	-2
330,69113	0
331,19702	6
331,70297	0
332,20892	2
332,7149	4
333,22092	-6
333,72696	5
334,233	0
334,73911	-3
335,24521	5
335,75134	-3
336,25748	-8
336,76367	1
337,26987	6
337,77609	-3
338,28235	6
338,78864	0
339,29492	-3
339,80127	6
340,30762	7
340,814	5
341,32037	11
341,82681	-4
342,33325	4
342,83972	-10
343,34622	9
343,85275	0
344,35928	1
344,86584	10
345,37247	2
345,87906	-11
346,38571	1
346,89236	-9
347,39908	0
347,90579	-11
348,41254	2
348,91928	2
349,42609	-5
349,93289	-1
350,43973	-2
350,94659	-2
351,45349	-6
351,96039	-5
352,46732	3
352,97427	0
353,48126	1
353,98828	-5
354,4953	-6
355,00235	-4
355,50943	1
356,01654	3
356,52368	8
357,03082	0
357,53799	3
358,0452	-4
358,55243	-9
359,05969	-5
359,56696	-5
360,07428	2
360,5816	0
361,08893	1
361,59631	-1
362,1037	3
362,61115	-3
363,11859	2
363,62604	-7
364,13354	-1
364,64105	5
365,14859	-16
365,65616	0
366,16376	-2
366,67139	4
367,17902	3
367,68668	-1
368,19437	-9
368,70209	-1
369,20984	5
369,71759	-11
370,22537	6
370,73318	-9
371,24103	-1
371,7489	-10
372,25677	-6
372,76468	5
373,27261	-2
373,78058	-3
374,28854	-3
374,79657	5
375,3046	2
375,81265	2
376,32071	-5
376,82883	0
377,33694	-2
377,84509	-5
378,35327	-3
378,86148	0
379,36972	9
379,87796	2
380,38623	6
380,89453	-4
381,40286	1
381,91119	-1
382,41959	-4
382,92798	-2
383,4364	-5
383,94482	7
384,45331	6
384,96179	-8
385,47031	9
385,97885	-3
386,48743	-6
386,996	3
387,50464	-4
388,01328	-10
388,52194	0
389,03061	-2
389,53934	-4
390,04807	0
390,55682	-2
391,06561	-3
391,57443	-4
392,08325	-4
392,59213	-7
393,10101	-9
393,60989	1
394,11884	-6
394,62781	2
395,13678	-1
395,64578	3
396,15482	4
396,66385	-5
397,17294	-1
397,68204	-4
398,19116	3
398,70032	4
399,2095	3
399,71869	4
400,22791	-1
400,73715	-4
401,24643	0
401,75574	-8
402,26505	6
402,77441	2
403,28378	-7
403,79318	-14
404,30258	-7
404,81204	-2
405,3215	1
405,83099	1
406,34052	5
406,85004	1
407,35962	2
407,8692	0
408,37881	5
408,88846	-7
409,3981	1
409,90781	-4
410,41751	-2
410,92725	4
411,43701	-8
411,94678	1
412,4566	-6
412,96643	2
413,47629	-3
413,98618	0
414,49606	-2
415,00601	0
415,51596	1
416,02594	0
416,53595	-4
417,04596	-2
417,55603	-3
418,0661	-2
418,5762	-2
419,08633	0
419,59647	-2
420,10663	3
420,61685	-1
421,12708	-6
421,6373	1
422,14758	2
422,65787	-2
423,16818	-6
423,67853	-1
424,1889	-5
424,69931	-12
425,20972	-10
425,72015	-2
426,23062	-3
426,74112	-4
427,25162	3
427,76218	-3
428,27274	-6
428,78333	-5
429,29395	-14
429,80457	8
430,31522	-3
430,82593	-5
431,33661	-7
431,84735	-9
432,35812	-5
432,8689	6
433,3797	-7
433,89053	-5
434,4014	1
434,91226	1
435,42319	-6
435,93411	8
436,44507	-3
436,95602	5
437,46704	13
437,97806	7
438,48911	-14
439,00018	-10
439,51129	-7
440,0224	6
440,53357	18
441,04474	-13
441,55594	5
442,06714	-8
442,5784	-5
443,08966	4
443,60095	-2
444,11227	-1
444,62363	-26
445,13498	4
445,64636	7
446,15778	7
446,66922	-17
447,18069	-16
447,69217	-11
448,2037	-10
448,71524	-2
449,22681	6
449,73837	-2
450,25	-33
450,76163	-8
451,27328	4
451,78497	-27
452,29666	19
452,80841	-11
453,32016	13
453,83194	-30
454,34375	1
454,85559	-7
455,36743	5
455,8793	7
456,3912	5
456,90314	4
457,4151	-39
457,92706	-29
458,43906	-7
458,95108	24
459,46313	-13
459,97522	10
460,4873	0
460,99942	-2
461,51157	-22
462,02374	-12
462,53595	-8
463,04816	-10
463,56039	9
464,07266	-9
464,58496	-4
465,09729	1
465,60962	3
466,12198	10
466,63437	13
467,14679	-14
467,65924	18
468,17169	9
468,68417	7
469,19669	4
469,70923	-15
470,2218	0
470,73438	-5
471,24698	-14
471,75961	8
472,27228	-4
472,78494	9
473,29767	10
473,81039	3
474,32315	-6
474,83594	10
475,34872	7
475,86157	16
476,37442	0
476,8873	5
477,40018	1
477,91312	4
478,42606	14
478,93903	1
479,45203	9
479,96506	-11
480,47812	-1
480,99118	7
481,50427	13
482,0174	1
482,53055	14
483,0437	2
483,55692	4
484,07013	-3
484,58337	-3
485,09662	15
485,60992	1
486,12323	-1
486,63657	2
487,14993	2
487,66333	-3
488,17673	-1
488,69019	2
489,20364	3
489,71713	1
490,23062	-5
490,74417	0
491,25772	17
491,7713	-15
492,28491	-7
492,79855	1
493,31219	-3
493,82587	-3
494,3396	-2
494,8533	-2
495,36707	-5
495,88086	5
496,39465	-9
496,90848	-2
497,42233	0
497,93619	-5
498,4501	-4
498,96402	5
499,47797	5
499,99194	-5
500,50595	12
501,01996	10
501,534	7
502,04807	-7
502,56216	-7
503,07629	-12
503,59042	2
504,10461	12
504,6188	6
505,133	-4
505,64725	-3
506,1615	-2
506,67581	22
507,19012	-6
507,70447	-6
508,21881	18
508,73322	7
509,24762	0
509,76205	-4
510,27652	-3
510,79099	-16
511,30551	-9
511,82004	0
512,33459	5
512,84918	-12
513,36377	15
513,87842	8
514,39307	-6
514,90771	-4
515,42242	11
515,93719	6
516,4519	7
516,96667	-12
517,48151	5
517,99634	6
518,51117	-6
519,02606	-5
519,54095	-1
520,05585	19
520,5708	-8
521,08582	-9
521,60077	23
522,11578	-11
522,63086	19
523,14594	4
523,66101	9
524,17615	1
524,69128	-23
525,20642	-8
525,72162	-8
526,23682	-2
526,75208	-14
527,26733	23
527,78265	8
528,29791	5
528,81329	1
529,32861	10
529,84399	-5
530,35944	-11
530,87488	1
531,39032	-3
531,90582	-7
532,42133	15
532,93683	-19
533,45239	34
533,96796	16
534,48358	-17
534,99921	-19
535,51489	21
536,03052	17
536,54626	-19
537,06195	27
537,5777	-9
538,09351	5
538,60931	-31
539,12512	1
539,64099	9
540,15686	22
540,67273	-4
541,18866	0
541,70459	-21
542,22058	-15
542,73657	-4
543,25256	27
543,76862	5
544,28467	14
544,80078	22
545,31689	0
545,83301	-22
546,34918	4
546,86536	-2
547,38159	5
547,89783	-8
548,41412	-1
548,93036	-7
549,44672	-5
549,96301	7
550,47937	-14
550,99579	18
551,51221	0
552,02863	-7
552,54504	-7
553,06152	-21
553,57806	-5
554,0946	-12
554,61115	-8
555,12775	17
555,64435	4
556,16095	-2
556,67761	7
557,19427	8
557,711	-16
558,22772	15
558,74445	8
559,26123	-11
559,77802	-6
560,29486	14
560,81171	-9
561,32855	-20
561,84546	-19
562,36237	-1
562,87933	4
563,3963	22
563,91327	16
564,4303	1
564,94733	-17
565,46442	-6
565,98151	-3
566,4986	1
567,01575	10
567,5329	1
568,05011	14
568,56732	1
569,08453	-21
569,60181	-10
570,11908	3
570,63641	-9
571,15375	-6
571,67108	-16
572,18848	8
572,70587	-14
573,22333	19
573,74078	8
574,25824	4
574,77576	14
575,29327	27
575,81079	4
576,32837	3
576,84601	10
577,36365	-25
577,88129	3
578,39893	6
578,91663	17
579,43439	-10
579,95209	16
580,46991	0
580,98767	25
581,50549	14
582,02332	16
582,5412	1
583,05908	-1
583,57703	1
584,09497	10
584,61292	21
585,13092	15
585,64893	0
586,16699	16
586,68506	-2
587,20313	7
587,72125	-1
588,23938	-7
588,75757	-5
589,27576	-2
589,79395	8
590,31219	20
590,83044	11
591,34869	17
591,867	13
592,38538	24
592,90369	28
593,42206	8
593,94049	-7
594,45892	-5
594,97736	21
595,49585	3
596,01434	-1
596,5329	19
597,05145	43
597,57001	25
598,08862	42
598,60724	1
599,12585	-6
599,64453	9
600,16327	8
600,68195	40
601,20074	27
601,71948	-10
602,23828	31
602,75708	0
603,27594	15
603,7948	3
604,31372	10
604,83264	10
605,35156	20
605,87054	29
606,38953	0
606,90851	11
607,42755	10
607,94666	33
608,4657	31
608,9848	31
609,50397	25
610,02313	45
610,5423	2
611,06152	9
611,58075	15
612,09998	22
612,61926	10
613,13861	3
613,6579	23
614,17725	20
614,69666	8
615,21606	-11
615,73547	30
616,25494	18
616,77441	17
617,29388	42
617,81342	23
618,33301	18
618,85254	6
619,37213	20
619,89178	38
620,41144	26
620,93109	17
621,45081	17
621,97052	13
622,49023	3
623,01001	21
623,52985	46
624,04962	-31
624,56946	33
625,08936	26
625,60925	6
626,12915	7
626,64911	26
627,16907	12
627,68903	12
628,20905	28
628,72906	34
629,24915	28
629,76923	1
630,28937	11
630,80945	26
631,32965	16
631,84979	27
632,37	21
632,89026	12
633,41052	1
633,93079	0
634,45111	37
634,97144	19
635,49176	45
636,01215	22
636,53253	17
637,05298	-4
637,57343	17
638,09387	8
638,61438	8
639,13495	-12
639,65546	-2
640,17603	18
640,69666	3
641,21729	19
641,73792	18
642,25861	-4
642,7793	5
643,29999	22
643,82074	33
644,34149	11
644,8623	19
645,38312	21
645,90393	16
646,4248	-3
646,94568	4
647,46661	9
647,98755	9
648,50848	10
649,02948	-10
649,55048	6
650,07153	11
650,59259	25
651,11371	22
651,63477	-10
652,15594	21
652,67706	11
653,19824	25
653,71948	33
654,24072	5
654,76196	30
655,2832	10
655,8045	32
656,32587	4
656,84723	21
657,36859	12
657,89001	9
658,41144	31
658,93286	40
659,45435	4
659,97583	14
660,49738	19
661,01892	10
661,54047	14
662,06207	19
662,58368	20
663,10535	7
663,62701	-9
664,14868	13
664,67041	21
665,19214	12
665,71393	24
666,23572	19
666,75751	13
667,27936	16
667,80121	9
668,32312	32
668,84503	10
669,36694	27
669,88892	14
670,41089	14
670,93292	20
671,45496	26
671,97699	17
672,49908	37
673,02118	35
673,54333	30
674,06549	45
674,58765	16
675,10986	51
675,63208	49
676,15436	36
676,67664	48
677,19891	43
677,72125	55
678,24359	49
678,76593	70
679,28833	55
679,81079	55
680,33325	68
680,85571	80
681,37817	84
681,9007	80
682,42328	101
682,9458	110
683,46844	100
683,99103	117
684,51367	125
685,03632	125
685,55902	154
686,08173	172
686,60449	192
687,12726	225
687,65002	232
688,17285	258
688,69568	271
689,21857	324
689,74146	330
690,26434	377
690,78729	407
691,31024	459
691,83325	528
692,35626	572
692,87927	643
693,40234	736
693,92542	846
694,44849	957
694,97162	1047
695,49481	1151
696,01794	1210
696,54114	1304
697,06439	1408
697,58765	1478
698,1109	1598
698,63422	1717
699,15753	1850
699,68091	2016
700,20428	2127
700,72766	2242
701,2511	2303
701,77454	2345
702,29797	2380
702,82147	2400
703,34503	2449
703,86853	2540
704,39215	2718
704,91571	2914
705,43933	3175
705,96295	3423
706,48663	3787
707,01031	4257
707,53406	4720
708,0578	5087
708,58154	5436
709,10535	5520
709,62915	5555
710,15295	5398
710,67682	5154
711,20074	4933
711,72461	4716
712,24854	4522
712,77252	4363
713,29651	4133
713,8205	4004
714,34454	3941
714,86859	3970
715,39264	4007
715,91675	3952
716,44092	3816
716,96503	3685
717,4892	3470
718,01343	3265
718,53766	3038
719,06189	2902
719,58618	2811
720,11047	2710
720,63477	2586
721,15912	2444
721,68353	2231
722,20789	2031
722,7323	1864
723,25677	1713
723,78125	1612
724,30573	1527
724,83026	1429
725,3548	1334
725,87933	1227
726,40393	1137
726,92859	1065
727,45319	941
727,97784	827
728,50256	749
729,02728	664
729,552	588
730,07678	523
730,60156	449
731,12634	400
731,65118	358
732,17603	301
732,70093	282
733,22583	256
733,75079	231
734,2757	203
734,80072	182
735,32568	165
735,85071	142
736,37579	112
736,90088	115
737,42596	83
737,95111	94
738,47626	64
739,0014	57
739,52661	56
740,05182	49
740,57709	40
741,10236	34
741,62769	15
742,15295	26
742,67834	23
743,20367	19
743,72906	17
744,25452	16
744,77997	6
745,30542	6
745,83093	13
746,35645	8
746,88196	11
747,40753	-2
747,93311	3
748,45874	2
748,98438	4
749,51001	8
750,03571	-5
750,5614	5
751,08716	15
751,61292	6
752,13867	-6
752,66449	-3
753,19037	5
753,71619	6
754,24207	4
754,76801	-4
755,29388	-2
755,81989	0
756,34583	1
756,87183	-8
757,39789	11
757,92395	8
758,45001	6
758,97607	8
759,5022	9
760,02838	4
760,55457	9
761,08075	2
761,60699	7
762,13324	3
762,65948	-2
763,18579	2
763,7121	4
764,23846	5
764,76483	7
765,2912	-2
765,81763	-3
766,34406	9
766,87054	6
767,39703	-8
767,92352	5
768,45007	2
768,97662	0
769,50323	6
770,02985	3
770,55646	9
771,08313	9
771,6098	6
772,13654	-3
772,66327	-7
773,19	5
773,7168	2
774,24359	12
774,77045	7
775,2973	5
775,82416	6
776,35107	4
776,87799	8
777,40497	1
777,93195	7
778,45892	6
778,98596	0
779,513	13
780,0401	8
780,5672	6
781,0943	19
781,62146	-1
782,14862	16
782,67578	10
783,203	11
783,73029	36
784,25757	20
784,78485	14
785,31213	27
785,83948	40
786,36688	4
786,89423	10
787,42169	33
787,9491	19
788,47656	36
789,00409	44
789,53156	34
790,05908	31
790,58667	24
791,11426	42
