Date and Time:                Fri May 9 18:49:58.878 2025
Software Version:             4.32.30137.0
Unstabilized Temperature (C): -82,492
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	5
285,25876	2
285,76248	7
286,26624	1
286,77002	8
287,2738	2
287,77762	-4
288,28146	4
288,78531	2
289,28922	0
289,79312	7
290,29706	-8
290,80103	1
291,30502	3
291,80902	4
292,31308	2
292,81714	11
293,32123	2
293,82532	3
294,32947	1
294,83362	0
295,3378	-1
295,84201	3
296,34625	2
296,85049	10
297,35477	-2
297,85907	2
298,3634	2
298,86777	0
299,37213	0
299,87656	-2
300,38098	3
300,88541	3
301,38989	2
301,89441	2
302,39893	2
302,90347	9
303,40805	9
303,91263	6
304,41727	4
304,92191	0
305,42657	1
305,93127	1
306,43597	4
306,94073	12
307,4455	1
307,95029	5
308,45511	7
308,95993	2
309,46481	2
309,9697	-4
310,47461	0
310,97955	3
311,4845	1
311,9895	1
312,49451	-2
312,99954	13
313,50461	3
314,00967	3
314,5148	-1
315,01993	1
315,52509	4
316,03027	6
316,53546	2
317,04071	4
317,54596	1
318,05124	4
318,55655	-2
319,06186	-2
319,56723	8
320,0726	6
320,578	6
321,08344	1
321,58887	-1
322,09433	6
322,59985	11
323,10538	6
323,6109	6
324,11649	3
324,62207	7
325,12769	4
325,63333	8
326,13901	3
326,64471	0
327,15042	-1
327,65616	7
328,16193	9
328,66772	0
329,17352	8
329,67938	-2
330,18524	6
330,69113	4
331,19702	1
331,70297	5
332,20892	9
332,7149	6
333,22092	0
333,72696	4
334,233	7
334,73911	7
335,24521	3
335,75134	9
336,25748	8
336,76367	5
337,26987	1
337,77609	11
338,28235	0
338,78864	2
339,29492	9
339,80127	7
340,30762	4
340,814	7
341,32037	7
341,82681	5
342,33325	-2
342,83972	0
343,34622	3
343,85275	6
344,35928	-1
344,86584	1
345,37247	-7
345,87906	-4
346,38571	4
346,89236	2
347,39908	11
347,90579	9
348,41254	3
348,91928	3
349,42609	6
349,93289	6
350,43973	5
350,94659	11
351,45349	2
351,96039	6
352,46732	4
352,97427	3
353,48126	-1
353,98828	7
354,4953	2
355,00235	2
355,50943	7
356,01654	-1
356,52368	0
357,03082	3
357,53799	4
358,0452	3
358,55243	-10
359,05969	1
359,56696	3
360,07428	2
360,5816	2
361,08893	5
361,59631	-2
362,1037	5
362,61115	0
363,11859	8
363,62604	-5
364,13354	-1
364,64105	0
365,14859	4
365,65616	-2
366,16376	3
366,67139	-1
367,17902	3
367,68668	10
368,19437	-1
368,70209	9
369,20984	0
369,71759	1
370,22537	4
370,73318	8
371,24103	-1
371,7489	6
372,25677	0
372,76468	2
373,27261	1
373,78058	0
374,28854	-2
374,79657	6
375,3046	8
375,81265	5
376,32071	2
376,82883	7
377,33694	2
377,84509	3
378,35327	1
378,86148	5
379,36972	3
379,87796	-5
380,38623	-6
380,89453	6
381,40286	7
381,91119	5
382,41959	15
382,92798	4
383,4364	-1
383,94482	-7
384,45331	-1
384,96179	0
385,47031	7
385,97885	4
386,48743	0
386,996	3
387,50464	-4
388,01328	2
388,52194	0
389,03061	2
389,53934	6
390,04807	2
390,55682	3
391,06561	4
391,57443	0
392,08325	3
392,59213	7
393,10101	3
393,60989	4
394,11884	2
394,62781	-4
395,13678	7
395,64578	5
396,15482	5
396,66385	-4
397,17294	4
397,68204	3
398,19116	-4
398,70032	1
399,2095	6
399,71869	1
400,22791	1
400,73715	8
401,24643	0
401,75574	5
402,26505	-5
402,77441	3
403,28378	2
403,79318	1
404,30258	2
404,81204	-2
405,3215	-5
405,83099	5
406,34052	10
406,85004	3
407,35962	5
407,8692	3
408,37881	8
408,88846	0
409,3981	-2
409,90781	0
410,41751	-5
410,92725	-5
411,43701	-1
411,94678	2
412,4566	8
412,96643	-1
413,47629	1
413,98618	4
414,49606	0
415,00601	9
415,51596	9
416,02594	6
416,53595	3
417,04596	5
417,55603	-7
418,0661	-4
418,5762	5
419,08633	2
419,59647	-3
420,10663	7
420,61685	4
421,12708	4
421,6373	2
422,14758	2
422,65787	0
423,16818	-1
423,67853	-8
424,1889	12
424,69931	7
425,20972	5
425,72015	2
426,23062	1
426,74112	5
427,25162	2
427,76218	-7
428,27274	-9
428,78333	-3
429,29395	7
429,80457	3
430,31522	-8
430,82593	-11
431,33661	7
431,84735	-17
432,35812	2
432,8689	-4
433,3797	4
433,89053	0
434,4014	-2
434,91226	5
435,42319	-9
435,93411	1
436,44507	-1
436,95602	-6
437,46704	-8
437,97806	0
438,48911	-9
439,00018	2
439,51129	-18
440,0224	-6
440,53357	-5
441,04474	-20
441,55594	-11
442,06714	-25
442,5784	-11
443,08966	-28
443,60095	-27
444,11227	-21
444,62363	-17
445,13498	-14
445,64636	8
446,15778	-31
446,66922	-23
447,18069	-16
447,69217	-27
448,2037	-18
448,71524	-20
449,22681	-34
449,73837	-19
450,25	-52
450,76163	-36
451,27328	-36
451,78497	-26
452,29666	-54
452,80841	-44
453,32016	-31
453,83194	-38
454,34375	-49
454,85559	-37
455,36743	-52
455,8793	-15
456,3912	-35
456,90314	-54
457,4151	-18
457,92706	-60
458,43906	-19
458,95108	-31
459,46313	-17
459,97522	-13
460,4873	-10
460,99942	-22
461,51157	-13
462,02374	-9
462,53595	-19
463,04816	-17
463,56039	-13
464,07266	-29
464,58496	-25
465,09729	-5
465,60962	-4
466,12198	-14
466,63437	-32
467,14679	-16
467,65924	-14
468,17169	-11
468,68417	-16
469,19669	-5
469,70923	-20
470,2218	-10
470,73438	2
471,24698	-4
471,75961	-4
472,27228	-9
472,78494	-16
473,29767	-2
473,81039	-1
474,32315	17
474,83594	2
475,34872	8
475,86157	-11
476,37442	12
476,8873	6
477,40018	0
477,91312	14
478,42606	10
478,93903	11
479,45203	11
479,96506	11
480,47812	4
480,99118	8
481,50427	18
482,0174	9
482,53055	11
483,0437	7
483,55692	14
484,07013	-2
484,58337	-6
485,09662	-5
485,60992	11
486,12323	-2
486,63657	0
487,14993	3
487,66333	-4
488,17673	-15
488,69019	0
489,20364	5
489,71713	3
490,23062	-15
490,74417	-1
491,25772	4
491,7713	1
492,28491	2
492,79855	-3
493,31219	2
493,82587	5
494,3396	-8
494,8533	4
495,36707	-1
495,88086	-8
496,39465	1
496,90848	-2
497,42233	9
497,93619	-1
498,4501	1
498,96402	6
499,47797	15
499,99194	-1
500,50595	-6
501,01996	4
501,534	8
502,04807	2
502,56216	-4
503,07629	-7
503,59042	-3
504,10461	-14
504,6188	13
505,133	-8
505,64725	-6
506,1615	11
506,67581	-1
507,19012	-12
507,70447	-4
508,21881	5
508,73322	0
509,24762	10
509,76205	6
510,27652	1
510,79099	6
511,30551	4
511,82004	10
512,33459	-14
512,84918	-3
513,36377	3
513,87842	4
514,39307	-16
514,90771	1
515,42242	5
515,93719	15
516,4519	-5
516,96667	-7
517,48151	3
517,99634	1
518,51117	2
519,02606	-3
519,54095	-1
520,05585	5
520,5708	18
521,08582	-20
521,60077	-16
522,11578	-3
522,63086	9
523,14594	18
523,66101	16
524,17615	-17
524,69128	5
525,20642	19
525,72162	5
526,23682	10
526,75208	-2
527,26733	6
527,78265	-2
528,29791	11
528,81329	-17
529,32861	14
529,84399	17
530,35944	-14
530,87488	-10
531,39032	-6
531,90582	-4
532,42133	14
532,93683	20
533,45239	-11
533,96796	16
534,48358	17
534,99921	18
535,51489	-15
536,03052	-5
536,54626	-9
537,06195	16
537,5777	-25
538,09351	-23
538,60931	-5
539,12512	17
539,64099	8
540,15686	0
540,67273	11
541,18866	5
541,70459	18
542,22058	-15
542,73657	1
543,25256	-14
543,76862	-1
544,28467	-10
544,80078	1
545,31689	0
545,83301	-3
546,34918	17
546,86536	6
547,38159	-15
547,89783	-1
548,41412	-21
548,93036	-21
549,44672	0
549,96301	13
550,47937	21
550,99579	-17
551,51221	15
552,02863	-2
552,54504	3
553,06152	16
553,57806	11
554,0946	-4
554,61115	-3
555,12775	0
555,64435	-9
556,16095	-8
556,67761	3
557,19427	4
557,711	5
558,22772	-4
558,74445	23
559,26123	-28
559,77802	4
560,29486	-3
560,81171	14
561,32855	2
561,84546	10
562,36237	-4
562,87933	15
563,3963	-2
563,91327	-2
564,4303	8
564,94733	1
565,46442	2
565,98151	-11
566,4986	10
567,01575	16
567,5329	2
568,05011	-23
568,56732	-4
569,08453	2
569,60181	6
570,11908	-6
570,63641	-13
571,15375	8
571,67108	44
572,18848	10
572,70587	5
573,22333	-12
573,74078	-3
574,25824	7
574,77576	4
575,29327	-23
575,81079	-3
576,32837	-13
576,84601	5
577,36365	-9
577,88129	-7
578,39893	-12
578,91663	17
579,43439	6
579,95209	25
580,46991	0
580,98767	3
581,50549	12
582,02332	13
582,5412	-9
583,05908	-20
583,57703	19
584,09497	22
584,61292	-14
585,13092	1
585,64893	-5
586,16699	5
586,68506	12
587,20313	8
587,72125	7
588,23938	5
588,75757	11
589,27576	-14
589,79395	4
590,31219	-10
590,83044	14
591,34869	-5
591,867	-9
592,38538	31
592,90369	-4
593,42206	0
593,94049	-6
594,45892	16
594,97736	-16
595,49585	-1
596,01434	11
596,5329	27
597,05145	-6
597,57001	-11
598,08862	24
598,60724	3
599,12585	5
599,64453	12
600,16327	8
600,68195	33
601,20074	-11
601,71948	32
602,23828	-8
602,75708	-1
603,27594	9
603,7948	7
604,31372	14
604,83264	5
605,35156	5
605,87054	6
606,38953	30
606,90851	-5
607,42755	16
607,94666	7
608,4657	36
608,9848	-4
609,50397	19
610,02313	13
610,5423	-17
611,06152	-16
611,58075	-2
612,09998	13
612,61926	13
613,13861	7
613,6579	26
614,17725	30
614,69666	15
615,21606	9
615,73547	27
616,25494	-4
616,77441	20
617,29388	4
617,81342	6
618,33301	-7
618,85254	18
619,37213	5
619,89178	11
620,41144	30
620,93109	-15
621,45081	7
621,97052	27
622,49023	20
623,01001	29
623,52985	11
624,04962	12
624,56946	3
625,08936	32
625,60925	35
626,12915	-4
626,64911	14
627,16907	23
627,68903	17
628,20905	19
628,72906	17
629,24915	14
629,76923	2
630,28937	21
630,80945	29
631,32965	5
631,84979	4
632,37	-29
632,89026	46
633,41052	-7
633,93079	26
634,45111	6
634,97144	3
635,49176	-5
636,01215	-20
636,53253	10
637,05298	-2
637,57343	-10
638,09387	6
638,61438	10
639,13495	-3
639,65546	-10
640,17603	35
640,69666	21
641,21729	28
641,73792	5
642,25861	4
642,7793	14
643,29999	-8
643,82074	27
644,34149	-6
644,8623	6
645,38312	17
645,90393	20
646,4248	6
646,94568	6
647,46661	5
647,98755	30
648,50848	-2
649,02948	20
649,55048	17
650,07153	13
650,59259	34
651,11371	30
651,63477	13
652,15594	11
652,67706	32
653,19824	12
653,71948	8
654,24072	19
654,76196	7
655,2832	6
655,8045	6
656,32587	5
656,84723	11
657,36859	32
657,89001	26
658,41144	10
658,93286	15
659,45435	28
659,97583	12
660,49738	8
661,01892	21
661,54047	13
662,06207	21
662,58368	17
663,10535	11
663,62701	7
664,14868	19
664,67041	17
665,19214	24
665,71393	20
666,23572	21
666,75751	37
667,27936	0
667,80121	25
668,32312	25
668,84503	33
669,36694	22
669,88892	20
670,41089	31
670,93292	31
671,45496	30
671,97699	27
672,49908	27
673,02118	12
673,54333	20
674,06549	46
674,58765	51
675,10986	30
675,63208	31
676,15436	32
676,67664	64
677,19891	46
677,72125	51
678,24359	63
678,76593	55
679,28833	70
679,81079	62
680,33325	74
680,85571	69
681,37817	97
681,9007	79
682,42328	90
682,9458	80
683,46844	99
683,99103	93
684,51367	98
685,03632	115
685,55902	137
686,08173	156
686,60449	166
687,12726	209
687,65002	212
688,17285	262
688,69568	274
689,21857	328
689,74146	368
690,26434	415
690,78729	445
691,31024	498
691,83325	581
692,35626	672
692,87927	746
693,40234	835
693,92542	985
694,44849	1091
694,97162	1225
695,49481	1341
696,01794	1458
696,54114	1571
697,06439	1653
697,58765	1780
698,1109	1910
698,63422	2149
699,15753	2313
699,68091	2525
700,20428	2722
700,72766	2926
701,2511	3026
701,77454	3129
702,29797	3214
702,82147	3325
703,34503	3513
703,86853	3795
704,39215	4117
704,91571	4409
705,43933	4658
705,96295	4976
706,48663	5457
707,01031	6005
707,53406	6649
708,0578	7122
708,58154	7550
709,10535	7732
709,62915	7849
710,15295	7646
710,67682	7344
711,20074	7058
711,72461	6675
712,24854	6257
712,77252	5947
713,29651	5743
713,8205	5609
714,34454	5530
714,86859	5348
715,39264	5149
715,91675	4857
716,44092	4553
716,96503	4336
717,4892	4089
718,01343	3858
718,53766	3715
719,06189	3618
719,58618	3510
720,11047	3402
720,63477	3287
721,15912	3106
721,68353	2889
722,20789	2613
722,7323	2380
723,25677	2146
723,78125	1963
724,30573	1775
724,83026	1607
725,3548	1457
725,87933	1355
726,40393	1226
726,92859	1117
727,45319	1010
727,97784	916
728,50256	848
729,02728	761
729,552	694
730,07678	600
730,60156	529
731,12634	452
731,65118	389
732,17603	363
732,70093	332
733,22583	293
733,75079	277
734,2757	247
734,80072	202
735,32568	184
735,85071	162
736,37579	137
736,90088	120
737,42596	117
737,95111	101
738,47626	91
739,0014	77
739,52661	62
740,05182	56
740,57709	48
741,10236	44
741,62769	35
742,15295	21
742,67834	25
743,20367	25
743,72906	20
744,25452	18
744,77997	11
745,30542	20
745,83093	24
746,35645	7
746,88196	11
747,40753	0
747,93311	10
748,45874	4
748,98438	12
749,51001	13
750,03571	21
750,5614	14
751,08716	11
751,61292	6
752,13867	11
752,66449	10
753,19037	-3
753,71619	10
754,24207	8
754,76801	7
755,29388	14
755,81989	6
756,34583	13
756,87183	4
757,39789	1
757,92395	11
758,45001	6
758,97607	5
759,5022	7
760,02838	17
760,55457	-2
761,08075	5
761,60699	10
762,13324	6
762,65948	1
763,18579	-1
763,7121	14
764,23846	7
764,76483	36
765,2912	29
765,81763	10
766,34406	-5
766,87054	10
767,39703	12
767,92352	16
768,45007	12
768,97662	4
769,50323	0
770,02985	9
770,55646	5
771,08313	4
771,6098	5
772,13654	9
772,66327	-2
773,19	17
773,7168	10
774,24359	1
774,77045	20
775,2973	11
775,82416	3
776,35107	8
776,87799	6
777,40497	-9
777,93195	23
778,45892	3
778,98596	10
779,513	10
780,0401	15
780,5672	10
781,0943	18
781,62146	22
782,14862	24
782,67578	26
783,203	17
783,73029	34
784,25757	34
784,78485	46
785,31213	0
785,83948	29
786,36688	32
786,89423	19
787,42169	33
787,9491	37
788,47656	53
789,00409	21
789,53156	49
790,05908	32
790,58667	31
791,11426	37
791,64185	26
792,16949	63
792,69714	15
793,22485	29
793,75256	58
794,28027	37
794,80804	47
795,33582	57
795,86365	73
796,39148	41
