Date and Time:                Fri May 9 19:59:50.578 2025
Software Version:             4.32.30137.0
Unstabilized Temperature (C): -82,492
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	5
285,25876	8
285,76248	2
286,26624	2
286,77002	5
287,2738	4
287,77762	0
288,28146	-2
288,78531	1
289,28922	-9
289,79312	3
290,29706	8
290,80103	2
291,30502	-2
291,80902	-2
292,31308	6
292,81714	9
293,32123	6
293,82532	1
294,32947	-1
294,83362	1
295,3378	-6
295,84201	0
296,34625	3
296,85049	6
297,35477	5
297,85907	-4
298,3634	11
298,86777	-2
299,37213	0
299,87656	5
300,38098	-2
300,88541	-1
301,38989	0
301,89441	4
302,39893	0
302,90347	1
303,40805	5
303,91263	9
304,41727	1
304,92191	2
305,42657	0
305,93127	0
306,43597	2
306,94073	5
307,4455	-2
307,95029	1
308,45511	7
308,95993	3
309,46481	-2
309,9697	0
310,47461	5
310,97955	5
311,4845	-10
311,9895	3
312,49451	1
312,99954	-4
313,50461	6
314,00967	5
314,5148	-1
315,01993	0
315,52509	-2
316,03027	1
316,53546	5
317,04071	1
317,54596	-3
318,05124	2
318,55655	12
319,06186	6
319,56723	3
320,0726	1
320,578	1
321,08344	0
321,58887	7
322,09433	-3
322,59985	-6
323,10538	11
323,6109	1
324,11649	1
324,62207	8
325,12769	-4
325,63333	1
326,13901	4
326,64471	1
327,15042	7
327,65616	8
328,16193	3
328,66772	7
329,17352	4
329,67938	4
330,18524	-3
330,69113	3
331,19702	1
331,70297	4
332,20892	9
332,7149	1
333,22092	9
333,72696	9
334,233	3
334,73911	2
335,24521	-4
335,75134	7
336,25748	2
336,76367	0
337,26987	5
337,77609	3
338,28235	5
338,78864	-2
339,29492	8
339,80127	9
340,30762	1
340,814	-1
341,32037	4
341,82681	3
342,33325	-7
342,83972	2
343,34622	-3
343,85275	-5
344,35928	6
344,86584	3
345,37247	7
345,87906	8
346,38571	11
346,89236	4
347,39908	5
347,90579	2
348,41254	9
348,91928	4
349,42609	5
349,93289	2
350,43973	-5
350,94659	2
351,45349	3
351,96039	3
352,46732	1
352,97427	-2
353,48126	6
353,98828	3
354,4953	9
355,00235	7
355,50943	2
356,01654	-1
356,52368	5
357,03082	-3
357,53799	0
358,0452	-2
358,55243	3
359,05969	2
359,56696	6
360,07428	2
360,5816	6
361,08893	5
361,59631	14
362,1037	6
362,61115	5
363,11859	6
363,62604	-5
364,13354	8
364,64105	-8
365,14859	5
365,65616	4
366,16376	7
366,67139	13
367,17902	-3
367,68668	2
368,19437	0
368,70209	-1
369,20984	6
369,71759	7
370,22537	-1
370,73318	-3
371,24103	9
371,7489	11
372,25677	5
372,76468	4
373,27261	5
373,78058	0
374,28854	-2
374,79657	-1
375,3046	-1
375,81265	8
376,32071	6
376,82883	6
377,33694	1
377,84509	18
378,35327	4
378,86148	-3
379,36972	1
379,87796	6
380,38623	-10
380,89453	1
381,40286	3
381,91119	0
382,41959	1
382,92798	0
383,4364	2
383,94482	5
384,45331	1
384,96179	0
385,47031	-1
385,97885	5
386,48743	10
386,996	6
387,50464	4
388,01328	7
388,52194	-1
389,03061	6
389,53934	-4
390,04807	2
390,55682	2
391,06561	0
391,57443	-1
392,08325	5
392,59213	0
393,10101	-2
393,60989	-1
394,11884	-3
394,62781	-1
395,13678	1
395,64578	-4
396,15482	-1
396,66385	8
397,17294	-3
397,68204	-1
398,19116	-1
398,70032	1
399,2095	3
399,71869	1
400,22791	-3
400,73715	3
401,24643	1
401,75574	-3
402,26505	13
402,77441	-3
403,28378	-2
403,79318	2
404,30258	3
404,81204	6
405,3215	6
405,83099	1
406,34052	3
406,85004	2
407,35962	-4
407,8692	-2
408,37881	2
408,88846	0
409,3981	-1
409,90781	-8
410,41751	5
410,92725	5
411,43701	5
411,94678	-2
412,4566	1
412,96643	-1
413,47629	-1
413,98618	2
414,49606	-4
415,00601	2
415,51596	4
416,02594	4
416,53595	-6
417,04596	3
417,55603	12
418,0661	3
418,5762	4
419,08633	-7
419,59647	0
420,10663	9
420,61685	4
421,12708	1
421,6373	1
422,14758	-1
422,65787	3
423,16818	2
423,67853	-6
424,1889	0
424,69931	2
425,20972	2
425,72015	2
426,23062	6
426,74112	0
427,25162	2
427,76218	-4
428,27274	-3
428,78333	-2
429,29395	0
429,80457	2
430,31522	5
430,82593	0
431,33661	-2
431,84735	7
432,35812	-2
432,8689	-1
433,3797	2
433,89053	1
434,4014	9
434,91226	5
435,42319	-6
435,93411	-1
436,44507	-9
436,95602	0
437,46704	3
437,97806	-5
438,48911	3
439,00018	8
439,51129	24
440,0224	-7
440,53357	8
441,04474	-6
441,55594	-4
442,06714	-8
442,5784	-2
443,08966	-18
443,60095	-14
444,11227	14
444,62363	11
445,13498	-14
445,64636	-18
446,15778	-4
446,66922	16
447,18069	27
447,69217	-19
448,2037	-5
448,71524	0
449,22681	-8
449,73837	-31
450,25	-10
450,76163	-19
451,27328	8
451,78497	-3
452,29666	-13
452,80841	16
453,32016	-20
453,83194	2
454,34375	-4
454,85559	12
455,36743	13
455,8793	-14
456,3912	0
456,90314	7
457,4151	7
457,92706	-13
458,43906	-23
458,95108	26
459,46313	-7
459,97522	-7
460,4873	-3
460,99942	3
461,51157	-12
462,02374	9
462,53595	0
463,04816	3
463,56039	17
464,07266	0
464,58496	10
465,09729	-8
465,60962	15
466,12198	-12
466,63437	20
467,14679	1
467,65924	11
468,17169	19
468,68417	11
469,19669	4
469,70923	18
470,2218	9
470,73438	8
471,24698	-13
471,75961	-2
472,27228	10
472,78494	32
473,29767	21
473,81039	10
474,32315	12
474,83594	7
475,34872	7
475,86157	21
476,37442	6
476,8873	10
477,40018	6
477,91312	5
478,42606	8
478,93903	10
479,45203	15
479,96506	23
480,47812	9
480,99118	3
481,50427	-2
482,0174	10
482,53055	3
483,0437	8
483,55692	5
484,07013	6
484,58337	-9
485,09662	7
485,60992	3
486,12323	9
486,63657	-4
487,14993	-10
487,66333	5
488,17673	-7
488,69019	-9
489,20364	7
489,71713	12
490,23062	-4
490,74417	9
491,25772	13
491,7713	-5
492,28491	2
492,79855	11
493,31219	2
493,82587	1
494,3396	7
494,8533	-1
495,36707	3
495,88086	6
496,39465	3
496,90848	8
497,42233	4
497,93619	8
498,4501	0
498,96402	-11
499,47797	-13
499,99194	-1
500,50595	1
501,01996	-7
501,534	12
502,04807	13
502,56216	-2
503,07629	14
503,59042	-4
504,10461	-1
504,6188	-1
505,133	5
505,64725	8
506,1615	16
506,67581	-2
507,19012	-8
507,70447	-5
508,21881	-6
508,73322	-1
509,24762	22
509,76205	6
510,27652	8
510,79099	-18
511,30551	-5
511,82004	16
512,33459	0
512,84918	-7
513,36377	9
513,87842	-3
514,39307	22
514,90771	8
515,42242	8
515,93719	8
516,4519	19
516,96667	20
517,48151	-5
517,99634	2
518,51117	22
519,02606	5
519,54095	9
520,05585	14
520,5708	-2
521,08582	16
521,60077	4
522,11578	-6
522,63086	-7
523,14594	25
523,66101	15
524,17615	21
524,69128	-1
525,20642	14
525,72162	10
526,23682	-14
526,75208	-6
527,26733	10
527,78265	9
528,29791	-5
528,81329	-11
529,32861	14
529,84399	18
530,35944	17
530,87488	-7
531,39032	-8
531,90582	9
532,42133	1
532,93683	4
533,45239	-11
533,96796	2
534,48358	4
534,99921	19
535,51489	-19
536,03052	-21
536,54626	-8
537,06195	2
537,5777	15
538,09351	-14
538,60931	-2
539,12512	27
539,64099	-21
540,15686	12
540,67273	12
541,18866	17
541,70459	4
542,22058	3
542,73657	-17
543,25256	-3
543,76862	-9
544,28467	8
544,80078	16
545,31689	3
545,83301	24
546,34918	-6
546,86536	21
547,38159	15
547,89783	6
548,41412	15
548,93036	-3
549,44672	15
549,96301	19
550,47937	-3
550,99579	4
551,51221	-11
552,02863	-9
552,54504	-1
553,06152	-13
553,57806	-15
554,0946	10
554,61115	-27
555,12775	30
555,64435	11
556,16095	18
556,67761	6
557,19427	0
557,711	29
558,22772	14
558,74445	15
559,26123	8
559,77802	-2
560,29486	0
560,81171	13
561,32855	23
561,84546	13
562,36237	7
562,87933	7
563,3963	-10
563,91327	4
564,4303	0
564,94733	11
565,46442	2
565,98151	16
566,4986	8
567,01575	7
567,5329	8
568,05011	7
568,56732	11
569,08453	12
569,60181	8
570,11908	6
570,63641	-10
571,15375	18
571,67108	-14
572,18848	9
572,70587	5
573,22333	0
573,74078	-5
574,25824	-21
574,77576	6
575,29327	6
575,81079	1
576,32837	17
576,84601	9
577,36365	-14
577,88129	-4
578,39893	-9
578,91663	17
579,43439	10
579,95209	3
580,46991	-3
580,98767	-16
581,50549	-11
582,02332	1
582,5412	7
583,05908	16
583,57703	28
584,09497	17
584,61292	-4
585,13092	23
585,64893	22
586,16699	3
586,68506	-16
587,20313	-16
587,72125	19
588,23938	5
588,75757	2
589,27576	2
589,79395	7
590,31219	1
590,83044	-4
591,34869	-13
591,867	-20
592,38538	6
592,90369	12
593,42206	28
593,94049	11
594,45892	16
594,97736	17
595,49585	25
596,01434	14
596,5329	33
597,05145	15
597,57001	13
598,08862	36
598,60724	28
599,12585	0
599,64453	21
600,16327	25
600,68195	36
601,20074	20
601,71948	31
602,23828	45
602,75708	2
603,27594	10
603,7948	1
604,31372	15
604,83264	19
605,35156	22
605,87054	22
606,38953	9
606,90851	21
607,42755	17
607,94666	18
608,4657	24
608,9848	31
609,50397	47
610,02313	7
610,5423	35
611,06152	37
611,58075	10
612,09998	35
612,61926	7
613,13861	-16
613,6579	18
614,17725	42
614,69666	29
615,21606	16
615,73547	-4
616,25494	28
616,77441	35
617,29388	9
617,81342	23
618,33301	35
618,85254	57
619,37213	0
619,89178	9
620,41144	5
620,93109	21
621,45081	13
621,97052	10
622,49023	16
623,01001	8
623,52985	54
624,04962	-9
624,56946	40
625,08936	15
625,60925	19
626,12915	5
626,64911	25
627,16907	-14
627,68903	37
628,20905	15
628,72906	24
629,24915	25
629,76923	35
630,28937	1
630,80945	31
631,32965	16
631,84979	0
632,37	9
632,89026	22
633,41052	54
633,93079	26
634,45111	23
634,97144	29
635,49176	21
636,01215	45
636,53253	-4
637,05298	6
637,57343	14
638,09387	3
638,61438	5
639,13495	5
639,65546	31
640,17603	25
640,69666	3
641,21729	19
641,73792	-10
642,25861	19
642,7793	37
643,29999	7
643,82074	12
644,34149	7
644,8623	33
645,38312	24
645,90393	39
646,4248	20
646,94568	14
647,46661	34
647,98755	-2
648,50848	17
649,02948	-9
649,55048	27
650,07153	13
650,59259	28
651,11371	18
651,63477	6
652,15594	14
652,67706	2
653,19824	7
653,71948	10
654,24072	24
654,76196	34
655,2832	37
655,8045	2
656,32587	15
656,84723	30
657,36859	8
657,89001	17
658,41144	15
658,93286	18
659,45435	3
659,97583	22
660,49738	37
661,01892	27
661,54047	-5
662,06207	27
662,58368	19
663,10535	1
663,62701	21
664,14868	20
664,67041	25
665,19214	12
665,71393	16
666,23572	26
666,75751	37
667,27936	13
667,80121	33
668,32312	23
668,84503	41
669,36694	37
669,88892	55
670,41089	46
670,93292	34
671,45496	48
671,97699	41
672,49908	71
673,02118	59
673,54333	73
674,06549	66
674,58765	56
675,10986	54
675,63208	90
676,15436	84
676,67664	87
677,19891	83
677,72125	98
678,24359	113
678,76593	80
679,28833	112
679,81079	134
680,33325	130
680,85571	150
681,37817	154
681,9007	169
682,42328	184
682,9458	191
683,46844	232
683,99103	229
684,51367	271
685,03632	279
685,55902	297
686,08173	325
686,60449	360
687,12726	400
687,65002	426
688,17285	452
688,69568	459
689,21857	525
689,74146	587
690,26434	676
690,78729	762
691,31024	901
691,83325	1053
692,35626	1237
692,87927	1425
693,40234	1551
693,92542	1666
694,44849	1794
694,97162	1929
695,49481	2077
696,01794	2268
696,54114	2512
697,06439	2727
697,58765	2957
698,1109	3128
698,63422	3271
699,15753	3356
699,68091	3416
700,20428	3428
700,72766	3455
701,2511	3600
701,77454	3783
702,29797	3999
702,82147	4232
703,34503	4591
703,86853	5068
704,39215	5700
704,91571	6493
705,43933	7306
705,96295	7984
706,48663	8660
707,01031	9039
707,53406	9272
708,0578	9306
708,58154	9108
709,10535	8741
709,62915	8353
710,15295	7951
710,67682	7615
711,20074	7259
711,72461	7053
712,24854	6878
712,77252	6882
713,29651	6803
713,8205	6536
714,34454	6220
714,86859	5865
715,39264	5483
715,91675	5151
716,44092	4895
716,96503	4712
717,4892	4543
718,01343	4376
718,53766	4136
719,06189	3926
719,58618	3584
720,11047	3272
720,63477	3036
721,15912	2892
721,68353	2786
722,20789	2688
722,7323	2597
723,25677	2412
723,78125	2231
724,30573	2039
724,83026	1836
725,3548	1602
725,87933	1422
726,40393	1277
726,92859	1167
727,45319	1033
727,97784	914
728,50256	805
729,02728	719
729,552	606
730,07678	530
730,60156	461
731,12634	405
731,65118	365
732,17603	306
732,70093	265
733,22583	245
733,75079	229
734,2757	206
734,80072	179
735,32568	164
735,85071	147
736,37579	122
736,90088	113
737,42596	96
737,95111	88
738,47626	76
739,0014	58
739,52661	58
740,05182	33
740,57709	29
741,10236	29
741,62769	34
742,15295	24
742,67834	15
743,20367	25
743,72906	12
744,25452	13
744,77997	22
745,30542	5
745,83093	11
746,35645	5
746,88196	17
747,40753	15
747,93311	3
748,45874	17
748,98438	3
749,51001	24
750,03571	13
750,5614	6
751,08716	14
751,61292	3
752,13867	12
752,66449	10
753,19037	10
753,71619	14
754,24207	8
754,76801	9
755,29388	8
755,81989	12
756,34583	8
756,87183	15
757,39789	0
757,92395	10
758,45001	14
758,97607	-2
759,5022	12
760,02838	5
760,55457	10
761,08075	3
761,60699	3
762,13324	9
762,65948	12
763,18579	-2
763,7121	14
764,23846	8
764,76483	0
765,2912	13
765,81763	18
766,34406	1
766,87054	3
767,39703	3
767,92352	-1
768,45007	11
768,97662	4
769,50323	2
770,02985	4
770,55646	1
771,08313	9
771,6098	17
772,13654	-7
772,66327	12
773,19	-3
773,7168	17
774,24359	7
774,77045	6
775,2973	2
775,82416	17
776,35107	-6
776,87799	16
777,40497	5
777,93195	-2
778,45892	2
778,98596	-2
779,513	10
780,0401	9
780,5672	12
781,0943	2
781,62146	17
782,14862	-7
782,67578	4
783,203	13
783,73029	18
784,25757	14
784,78485	15
785,31213	22
785,83948	39
786,36688	20
786,89423	10
787,42169	31
787,9491	11
788,47656	6
789,00409	23
789,53156	4
790,05908	40
790,58667	47
791,11426	32
791,64185	21
792,16949	31
792,69714	25
793,22485	56
793,75256	43
794,28027	30
794,80804	25
795,33582	43
795,86365	34
796,39148	4
796,91931	34
797,4472	37
797,9751	70
798,50299	35
799,03094	94
799,55896	10
800,08691	73
