Date and Time:                Fri May 23 21:13:50.552 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0,07
Accumulate Cycle Time (secs): 0,07
Frequency (Hz):               14,286
Number of Accumulations:      100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	174
285,25876	166
285,76248	178
286,26624	196
286,77002	176
287,2738	177
287,77762	162
288,28146	178
288,78531	191
289,28922	174
289,79312	191
290,29706	161
290,80103	179
291,30502	163
291,80902	198
292,31308	181
292,81714	173
293,32123	167
293,82532	185
294,32947	180
294,83362	198
295,3378	185
295,84201	185
296,34625	179
296,85049	201
297,35477	184
297,85907	189
298,3634	174
298,86777	180
299,37213	182
299,87656	190
300,38098	183
300,88541	197
301,38989	183
301,89441	182
302,39893	188
302,90347	165
303,40805	188
303,91263	200
304,41727	184
304,92191	197
305,42657	179
305,93127	195
306,43597	192
306,94073	185
307,4455	208
307,95029	184
308,45511	200
308,95993	203
309,46481	200
309,9697	195
310,47461	203
310,97955	211
311,4845	214
311,9895	200
312,49451	198
312,99954	200
313,50461	214
314,00967	208
314,5148	221
315,01993	205
315,52509	228
316,03027	214
316,53546	225
317,04071	210
317,54596	234
318,05124	223
318,55655	195
319,06186	231
319,56723	220
320,0726	229
320,578	227
321,08344	224
321,58887	224
322,09433	242
322,59985	214
323,10538	230
323,6109	243
324,11649	255
324,62207	245
325,12769	223
325,63333	243
326,13901	241
326,64471	243
327,15042	256
327,65616	248
328,16193	262
328,66772	246
329,17352	238
329,67938	259
330,18524	252
330,69113	272
331,19702	246
331,70297	257
332,20892	248
332,7149	242
333,22092	249
333,72696	252
334,233	252
334,73911	233
335,24521	275
335,75134	253
336,25748	273
336,76367	264
337,26987	272
337,77609	271
338,28235	284
338,78864	278
339,29492	272
339,80127	267
340,30762	291
340,814	273
341,32037	291
341,82681	285
342,33325	295
342,83972	289
343,34622	281
343,85275	288
344,35928	284
344,86584	267
345,37247	300
345,87906	277
346,38571	277
346,89236	297
347,39908	297
347,90579	304
348,41254	285
348,91928	295
349,42609	292
349,93289	297
350,43973	270
350,94659	296
351,45349	304
351,96039	279
352,46732	294
352,97427	302
353,48126	294
353,98828	298
354,4953	301
355,00235	297
355,50943	303
356,01654	293
356,52368	315
357,03082	308
357,53799	296
358,0452	305
358,55243	292
359,05969	310
359,56696	299
360,07428	312
360,5816	302
361,08893	282
361,59631	302
362,1037	294
362,61115	279
363,11859	303
363,62604	304
364,13354	309
364,64105	282
365,14859	317
365,65616	293
366,16376	310
366,67139	320
367,17902	302
367,68668	285
368,19437	293
368,70209	298
369,20984	321
369,71759	296
370,22537	293
370,73318	307
371,24103	294
371,7489	291
372,25677	319
372,76468	300
373,27261	295
373,78058	305
374,28854	297
374,79657	287
375,3046	277
375,81265	303
376,32071	300
376,82883	315
377,33694	287
377,84509	286
378,35327	294
378,86148	286
379,36972	293
379,87796	293
380,38623	281
380,89453	297
381,40286	286
381,91119	313
382,41959	291
382,92798	280
383,4364	284
383,94482	285
384,45331	292
384,96179	278
385,47031	260
385,97885	277
386,48743	277
386,996	252
387,50464	280
388,01328	287
388,52194	279
389,03061	293
389,53934	275
390,04807	255
390,55682	264
391,06561	267
391,57443	267
392,08325	269
392,59213	265
393,10101	247
393,60989	278
394,11884	263
394,62781	258
395,13678	264
395,64578	261
396,15482	238
396,66385	263
397,17294	263
397,68204	237
398,19116	242
398,70032	285
399,2095	247
399,71869	260
400,22791	256
400,73715	258
401,24643	236
401,75574	268
402,26505	235
402,77441	276
403,28378	245
403,79318	231
404,30258	248
404,81204	253
405,3215	260
405,83099	239
406,34052	250
406,85004	230
407,35962	244
407,8692	216
408,37881	233
408,88846	246
409,3981	222
409,90781	217
410,41751	224
410,92725	241
411,43701	216
411,94678	212
412,4566	218
412,96643	198
413,47629	223
413,98618	206
414,49606	194
415,00601	199
415,51596	212
416,02594	224
416,53595	208
417,04596	210
417,55603	215
418,0661	194
418,5762	208
419,08633	198
419,59647	215
420,10663	214
420,61685	202
421,12708	225
421,6373	221
422,14758	202
422,65787	234
423,16818	192
423,67853	210
424,1889	211
424,69931	224
425,20972	225
425,72015	220
426,23062	203
426,74112	222
427,25162	212
427,76218	208
428,27274	217
428,78333	212
429,29395	205
429,80457	215
430,31522	220
430,82593	215
431,33661	206
431,84735	206
432,35812	191
432,8689	205
433,3797	192
433,89053	213
434,4014	227
434,91226	208
435,42319	208
435,93411	207
436,44507	218
436,95602	205
437,46704	203
437,97806	210
438,48911	185
439,00018	203
439,51129	210
440,0224	225
440,53357	197
441,04474	210
441,55594	194
442,06714	220
442,5784	212
443,08966	201
443,60095	219
444,11227	211
444,62363	205
445,13498	222
445,64636	227
446,15778	214
446,66922	202
447,18069	201
447,69217	213
448,2037	225
448,71524	204
449,22681	214
449,73837	208
450,25	216
450,76163	219
451,27328	240
451,78497	216
452,29666	242
452,80841	228
453,32016	229
453,83194	264
454,34375	275
454,85559	283
455,36743	284
455,8793	308
456,3912	338
456,90314	368
457,4151	402
457,92706	480
458,43906	513
458,95108	565
459,46313	637
459,97522	722
460,4873	799
460,99942	877
461,51157	1031
462,02374	1166
462,53595	1357
463,04816	1563
463,56039	1763
464,07266	2081
464,58496	2386
465,09729	2825
465,60962	3345
466,12198	3924
466,63437	4610
467,14679	5444
467,65924	6396
468,17169	7470
468,68417	8584
469,19669	9642
469,70923	10755
470,2218	11757
470,73438	12851
471,24698	13865
471,75961	15046
472,27228	16090
472,78494	17061
473,29767	17918
473,81039	18829
474,32315	19452
474,83594	19639
475,34872	19717
475,86157	19812
476,37442	19758
476,8873	19359
477,40018	18648
477,91312	17761
478,42606	16603
478,93903	15436
479,45203	14215
479,96506	12888
480,47812	11678
480,99118	10383
481,50427	9055
482,0174	8029
482,53055	7036
483,0437	6225
483,55692	5404
