Date and Time:                Thu May 22 16:31:20.437 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-6
285,25876	-5
285,76248	-1
286,26624	0
286,77002	3
287,2738	-2
287,77762	-8
288,28146	0
288,78531	-7
289,28922	-3
289,79312	5
290,29706	-2
290,80103	-1
291,30502	5
291,80902	1
292,31308	4
292,81714	-3
293,32123	1
293,82532	-13
294,32947	-39
294,83362	-1
295,3378	-3
295,84201	-2
296,34625	-2
296,85049	-5
297,35477	5
297,85907	1
298,3634	5
298,86777	1
299,37213	6
299,87656	-7
300,38098	-6
300,88541	1
301,38989	-7
301,89441	1
302,39893	5
302,90347	-2
303,40805	1
303,91263	2
304,41727	-1
304,92191	0
305,42657	-1
305,93127	-1
306,43597	-1
306,94073	0
307,4455	3
307,95029	2
308,45511	4
308,95993	0
309,46481	3
309,9697	-6
310,47461	-8
310,97955	3
311,4845	-8
311,9895	5
312,49451	2
312,99954	7
313,50461	-2
314,00967	-5
314,5148	4
315,01993	-3
315,52509	1
316,03027	1
316,53546	0
317,04071	-4
317,54596	1
318,05124	4
318,55655	1
319,06186	7
319,56723	7
320,0726	1
320,578	-3
321,08344	1
321,58887	5
322,09433	-2
322,59985	-1
323,10538	-6
323,6109	-1
324,11649	1
324,62207	9
325,12769	1
325,63333	3
326,13901	1
326,64471	-3
327,15042	0
327,65616	3
328,16193	-6
328,66772	0
329,17352	-3
329,67938	-2
330,18524	-2
330,69113	3
331,19702	1
331,70297	-6
332,20892	-1
332,7149	0
333,22092	0
333,72696	-1
334,233	0
334,73911	-9
335,24521	2
335,75134	6
336,25748	1
336,76367	3
337,26987	0
337,77609	3
338,28235	0
338,78864	-3
339,29492	1
339,80127	-2
340,30762	2
340,814	2
341,32037	0
341,82681	-3
342,33325	-1
342,83972	-3
343,34622	-7
343,85275	-6
344,35928	-8
344,86584	-1
345,37247	1
345,87906	-1
346,38571	0
346,89236	-2
347,39908	1
347,90579	2
348,41254	-6
348,91928	1
349,42609	6
349,93289	-4
350,43973	-2
350,94659	4
351,45349	4
351,96039	6
352,46732	5
352,97427	1
353,48126	3
353,98828	0
354,4953	-5
355,00235	-3
355,50943	2
356,01654	1
356,52368	-2
357,03082	-2
357,53799	-12
358,0452	-5
358,55243	0
359,05969	0
359,56696	-5
360,07428	1
360,5816	-2
361,08893	3
361,59631	-4
362,1037	3
362,61115	4
363,11859	-1
363,62604	-3
364,13354	-2
364,64105	-6
365,14859	-1
365,65616	-6
366,16376	6
366,67139	5
367,17902	-1
367,68668	-5
368,19437	5
368,70209	-2
369,20984	6
369,71759	-4
370,22537	-2
370,73318	-5
371,24103	-6
371,7489	-3
372,25677	-4
372,76468	2
373,27261	3
373,78058	6
374,28854	-5
374,79657	-3
375,3046	-1
375,81265	1
376,32071	-5
376,82883	-8
377,33694	1
377,84509	-1
378,35327	-2
378,86148	0
379,36972	4
379,87796	-2
380,38623	2
380,89453	-10
381,40286	2
381,91119	10
382,41959	0
382,92798	-9
383,4364	7
383,94482	-6
384,45331	3
384,96179	-8
385,47031	-7
385,97885	-9
386,48743	7
386,996	2
387,50464	0
388,01328	2
388,52194	-4
389,03061	-3
389,53934	-6
390,04807	6
390,55682	3
391,06561	-3
391,57443	1
392,08325	4
392,59213	9
393,10101	-7
393,60989	4
394,11884	3
394,62781	2
395,13678	-2
395,64578	2
396,15482	13
396,66385	-1
397,17294	2
397,68204	3
398,19116	6
398,70032	-4
399,2095	0
399,71869	3
400,22791	6
400,73715	-4
401,24643	1
401,75574	-4
402,26505	3
402,77441	-2
403,28378	-3
403,79318	-5
404,30258	2
404,81204	3
405,3215	12
405,83099	1
406,34052	-2
406,85004	-5
407,35962	10
407,8692	3
408,37881	-5
408,88846	-8
409,3981	3
409,90781	-1
410,41751	1
410,92725	-1
411,43701	-8
411,94678	4
412,4566	-1
412,96643	-6
413,47629	4
413,98618	-8
414,49606	4
415,00601	-2
415,51596	7
416,02594	-4
416,53595	-2
417,04596	6
417,55603	7
418,0661	3
418,5762	3
419,08633	2
419,59647	1
420,10663	-1
420,61685	0
421,12708	5
421,6373	6
422,14758	4
422,65787	-2
423,16818	-11
423,67853	-2
424,1889	-6
424,69931	4
425,20972	-1
425,72015	2
426,23062	-6
426,74112	0
427,25162	3
427,76218	0
428,27274	0
428,78333	8
429,29395	-4
429,80457	0
430,31522	0
430,82593	5
431,33661	9
431,84735	21
432,35812	12
432,8689	17
433,3797	20
433,89053	-8
434,4014	11
434,91226	1
435,42319	21
435,93411	16
436,44507	28
436,95602	20
437,46704	20
437,97806	19
438,48911	13
439,00018	25
439,51129	26
440,0224	22
440,53357	12
441,04474	0
441,55594	33
442,06714	15
442,5784	30
443,08966	25
443,60095	47
444,11227	37
444,62363	29
445,13498	30
445,64636	49
446,15778	58
446,66922	49
447,18069	45
447,69217	43
448,2037	50
448,71524	67
449,22681	65
449,73837	68
450,25	90
450,76163	69
451,27328	53
451,78497	47
452,29666	67
452,80841	71
453,32016	77
453,83194	48
454,34375	69
454,85559	72
455,36743	62
455,8793	47
456,3912	49
456,90314	53
457,4151	70
457,92706	25
458,43906	80
458,95108	83
459,46313	67
459,97522	91
460,4873	107
460,99942	101
461,51157	106
462,02374	119
462,53595	133
463,04816	150
463,56039	162
464,07266	215
464,58496	239
465,09729	246
465,60962	287
466,12198	330
466,63437	385
467,14679	470
467,65924	514
468,17169	605
468,68417	649
469,19669	784
469,70923	859
470,2218	953
470,73438	1048
471,24698	1121
471,75961	1222
472,27228	1289
472,78494	1343
473,29767	1404
473,81039	1438
474,32315	1476
474,83594	1467
475,34872	1480
475,86157	1470
476,37442	1419
