Date and Time:                Thu May 22 18:40:47.108 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	1
285,25876	8
285,76248	3
286,26624	0
286,77002	-3
287,2738	1
287,77762	1
288,28146	6
288,78531	0
289,28922	-4
289,79312	4
290,29706	-9
290,80103	-3
291,30502	4
291,80902	1
292,31308	-1
292,81714	4
293,32123	1
293,82532	2
294,32947	5
294,83362	2
295,3378	-2
295,84201	-6
296,34625	0
296,85049	5
297,35477	0
297,85907	-1
298,3634	6
298,86777	-3
299,37213	4
299,87656	2
300,38098	4
300,88541	0
301,38989	-1
301,89441	-1
302,39893	5
302,90347	2
303,40805	-1
303,91263	1
304,41727	-2
304,92191	3
305,42657	-5
305,93127	-4
306,43597	-2
306,94073	3
307,4455	1
307,95029	5
308,45511	-1
308,95993	0
309,46481	1
309,9697	0
310,47461	2
310,97955	0
311,4845	-3
311,9895	1
312,49451	-1
312,99954	12
313,50461	-2
314,00967	10
314,5148	-2
315,01993	6
315,52509	2
316,03027	-4
316,53546	3
317,04071	-1
317,54596	-6
318,05124	3
318,55655	4
319,06186	7
319,56723	-1
320,0726	-3
320,578	-5
321,08344	2
321,58887	-1
322,09433	2
322,59985	-3
323,10538	-3
323,6109	-5
324,11649	2
324,62207	1
325,12769	-1
325,63333	-7
326,13901	-3
326,64471	2
327,15042	-7
327,65616	4
328,16193	5
328,66772	5
329,17352	6
329,67938	-1
330,18524	-12
330,69113	4
331,19702	2
331,70297	-8
332,20892	-6
332,7149	-2
333,22092	-1
333,72696	1
334,233	-1
334,73911	-4
335,24521	5
335,75134	1
336,25748	0
336,76367	-2
337,26987	4
337,77609	-7
338,28235	0
338,78864	-10
339,29492	1
339,80127	4
340,30762	2
340,814	3
341,32037	-9
341,82681	-2
342,33325	8
342,83972	-2
343,34622	-6
343,85275	-3
344,35928	-2
344,86584	1
345,37247	3
345,87906	-8
346,38571	-1
346,89236	5
347,39908	0
347,90579	5
348,41254	-3
348,91928	1
349,42609	5
349,93289	-1
350,43973	-5
350,94659	1
351,45349	-4
351,96039	6
352,46732	0
352,97427	4
353,48126	0
353,98828	-4
354,4953	-2
355,00235	5
355,50943	-8
356,01654	-2
356,52368	-5
357,03082	7
357,53799	-6
358,0452	0
358,55243	14
359,05969	-4
359,56696	3
360,07428	3
360,5816	4
361,08893	6
361,59631	1
362,1037	-1
362,61115	-5
363,11859	-2
363,62604	-10
364,13354	0
364,64105	3
365,14859	0
365,65616	-10
366,16376	-5
366,67139	2
367,17902	7
367,68668	-7
368,19437	2
368,70209	-3
369,20984	-6
369,71759	1
370,22537	-4
370,73318	-6
371,24103	-5
371,7489	-3
372,25677	-1
372,76468	-3
373,27261	0
373,78058	-3
374,28854	-1
374,79657	8
375,3046	5
375,81265	9
376,32071	-8
376,82883	-6
377,33694	-4
377,84509	-2
378,35327	-8
378,86148	8
379,36972	-5
379,87796	3
380,38623	-4
380,89453	-8
381,40286	0
381,91119	3
382,41959	-4
382,92798	0
383,4364	-5
383,94482	-5
384,45331	6
384,96179	8
385,47031	-3
385,97885	-3
386,48743	5
386,996	1
387,50464	-3
388,01328	-2
388,52194	5
389,03061	4
389,53934	2
390,04807	3
390,55682	2
391,06561	-3
391,57443	-7
392,08325	0
392,59213	-2
393,10101	2
393,60989	-2
394,11884	7
394,62781	-1
395,13678	6
395,64578	5
396,15482	0
396,66385	8
397,17294	7
397,68204	1
398,19116	-2
398,70032	3
399,2095	-1
399,71869	5
400,22791	-2
400,73715	-1
401,24643	1
401,75574	4
402,26505	1
402,77441	-2
403,28378	-4
403,79318	4
404,30258	3
404,81204	-7
405,3215	-1
405,83099	5
406,34052	9
406,85004	-3
407,35962	-5
407,8692	-6
408,37881	3
408,88846	11
409,3981	-1
409,90781	0
410,41751	2
410,92725	8
411,43701	-4
411,94678	-2
412,4566	-2
412,96643	5
413,47629	-4
413,98618	8
414,49606	-1
415,00601	3
415,51596	6
416,02594	1
416,53595	-1
417,04596	-6
417,55603	7
418,0661	-4
418,5762	-4
419,08633	6
419,59647	0
420,10663	-3
420,61685	-1
421,12708	0
421,6373	7
422,14758	-3
422,65787	-1
423,16818	8
423,67853	9
424,1889	2
424,69931	4
425,20972	5
425,72015	6
426,23062	3
426,74112	0
427,25162	1
427,76218	-4
428,27274	-3
428,78333	7
429,29395	3
429,80457	0
430,31522	7
430,82593	11
431,33661	3
431,84735	7
432,35812	10
432,8689	17
433,3797	13
433,89053	-7
434,4014	8
434,91226	16
435,42319	8
435,93411	13
436,44507	-8
436,95602	7
437,46704	12
437,97806	4
438,48911	20
439,00018	21
439,51129	23
440,0224	24
440,53357	23
441,04474	25
441,55594	34
442,06714	30
442,5784	23
443,08966	42
443,60095	43
444,11227	12
444,62363	27
445,13498	36
445,64636	26
446,15778	8
446,66922	42
447,18069	39
447,69217	36
448,2037	73
448,71524	39
449,22681	53
449,73837	61
450,25	67
450,76163	49
451,27328	58
451,78497	53
452,29666	72
452,80841	59
453,32016	67
453,83194	72
454,34375	78
454,85559	78
455,36743	70
455,8793	52
456,3912	94
456,90314	53
457,4151	67
457,92706	95
458,43906	86
458,95108	127
459,46313	96
459,97522	125
460,4873	99
460,99942	143
461,51157	136
462,02374	137
462,53595	179
463,04816	164
463,56039	218
464,07266	255
464,58496	268
465,09729	339
465,60962	353
466,12198	413
466,63437	484
467,14679	538
467,65924	584
468,17169	685
468,68417	758
469,19669	847
469,70923	927
470,2218	1028
470,73438	1080
471,24698	1180
471,75961	1285
472,27228	1318
472,78494	1409
473,29767	1447
473,81039	1477
474,32315	1529
474,83594	1509
475,34872	1537
475,86157	1496
476,37442	1415
476,8873	1414
