Date and Time:                Thu May 22 16:52:38.760 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-5
285,25876	-5
285,76248	4
286,26624	0
286,77002	-1
287,2738	-2
287,77762	-1
288,28146	-2
288,78531	-2
289,28922	2
289,79312	-7
290,29706	-8
290,80103	2
291,30502	0
291,80902	3
292,31308	2
292,81714	3
293,32123	-3
293,82532	3
294,32947	-3
294,83362	-9
295,3378	1
295,84201	2
296,34625	-4
296,85049	4
297,35477	1
297,85907	-2
298,3634	-1
298,86777	2
299,37213	-4
299,87656	-3
300,38098	3
300,88541	0
301,38989	7
301,89441	1
302,39893	-2
302,90347	1
303,40805	2
303,91263	4
304,41727	-4
304,92191	-1
305,42657	-6
305,93127	0
306,43597	-6
306,94073	1
307,4455	3
307,95029	0
308,45511	4
308,95993	2
309,46481	-2
309,9697	-5
310,47461	-4
310,97955	2
311,4845	5
311,9895	-3
312,49451	8
312,99954	2
313,50461	-3
314,00967	-2
314,5148	0
315,01993	-5
315,52509	-2
316,03027	6
316,53546	4
317,04071	8
317,54596	3
318,05124	-6
318,55655	7
319,06186	1
319,56723	2
320,0726	3
320,578	3
321,08344	0
321,58887	3
322,09433	-7
322,59985	3
323,10538	0
323,6109	-1
324,11649	-2
324,62207	-1
325,12769	-3
325,63333	-5
326,13901	1
326,64471	4
327,15042	-2
327,65616	-9
328,16193	-5
328,66772	-6
329,17352	4
329,67938	-2
330,18524	-4
330,69113	-1
331,19702	-1
331,70297	10
332,20892	-3
332,7149	1
333,22092	-1
333,72696	3
334,233	-1
334,73911	6
335,24521	9
335,75134	3
336,25748	0
336,76367	1
337,26987	-4
337,77609	0
338,28235	7
338,78864	-3
339,29492	2
339,80127	-4
340,30762	1
340,814	1
341,32037	4
341,82681	-2
342,33325	-2
342,83972	-3
343,34622	-5
343,85275	-3
344,35928	-3
344,86584	3
345,37247	1
345,87906	-3
346,38571	5
346,89236	-6
347,39908	3
347,90579	-2
348,41254	-4
348,91928	-2
349,42609	-3
349,93289	4
350,43973	-3
350,94659	3
351,45349	-3
351,96039	-1
352,46732	-3
352,97427	-1
353,48126	-2
353,98828	-4
354,4953	-6
355,00235	0
355,50943	-2
356,01654	-6
356,52368	5
357,03082	-2
357,53799	5
358,0452	8
358,55243	6
359,05969	3
359,56696	-2
360,07428	2
360,5816	-5
361,08893	4
361,59631	3
362,1037	2
362,61115	5
363,11859	-4
363,62604	0
364,13354	-2
364,64105	3
365,14859	-3
365,65616	5
366,16376	3
366,67139	-6
367,17902	-1
367,68668	4
368,19437	4
368,70209	-7
369,20984	-3
369,71759	0
370,22537	0
370,73318	-3
371,24103	0
371,7489	-5
372,25677	1
372,76468	1
373,27261	2
373,78058	-8
374,28854	8
374,79657	3
375,3046	6
375,81265	4
376,32071	3
376,82883	1
377,33694	8
377,84509	-4
378,35327	-8
378,86148	11
379,36972	2
379,87796	6
380,38623	0
380,89453	-4
381,40286	-3
381,91119	-4
382,41959	2
382,92798	6
383,4364	0
383,94482	-6
384,45331	-1
384,96179	-4
385,47031	-1
385,97885	5
386,48743	-8
386,996	-2
387,50464	-1
388,01328	-3
388,52194	2
389,03061	2
389,53934	-1
390,04807	2
390,55682	-1
391,06561	1
391,57443	-3
392,08325	-1
392,59213	0
393,10101	3
393,60989	-11
394,11884	0
394,62781	-5
395,13678	5
395,64578	1
396,15482	-7
396,66385	-2
397,17294	-5
397,68204	1
398,19116	-6
398,70032	-1
399,2095	-4
399,71869	-4
400,22791	-4
400,73715	0
401,24643	0
401,75574	0
402,26505	-2
402,77441	2
403,28378	3
403,79318	1
404,30258	3
404,81204	-3
405,3215	7
405,83099	1
406,34052	-6
406,85004	1
407,35962	-2
407,8692	-3
408,37881	-3
408,88846	-5
409,3981	-5
409,90781	0
410,41751	-2
410,92725	7
411,43701	1
411,94678	1
412,4566	5
412,96643	-8
413,47629	2
413,98618	2
414,49606	-3
415,00601	0
415,51596	6
416,02594	-5
416,53595	-2
417,04596	2
417,55603	-4
418,0661	-4
418,5762	-5
419,08633	-3
419,59647	-8
420,10663	-1
420,61685	8
421,12708	-5
421,6373	5
422,14758	5
422,65787	1
423,16818	-8
423,67853	7
424,1889	-5
424,69931	6
425,20972	0
425,72015	8
426,23062	-4
426,74112	-1
427,25162	3
427,76218	15
428,27274	2
428,78333	4
429,29395	12
429,80457	-1
430,31522	-8
430,82593	-2
431,33661	5
431,84735	0
432,35812	-2
432,8689	-8
433,3797	2
433,89053	4
434,4014	-14
434,91226	-3
435,42319	-6
435,93411	4
436,44507	2
436,95602	-21
437,46704	-3
437,97806	-6
438,48911	-2
439,00018	12
439,51129	-3
440,0224	-15
440,53357	-5
441,04474	-5
441,55594	-16
442,06714	-28
442,5784	6
443,08966	-19
443,60095	16
444,11227	-7
444,62363	-40
445,13498	-5
445,64636	-12
446,15778	-29
446,66922	-26
447,18069	-22
447,69217	-18
448,2037	2
448,71524	-12
449,22681	-11
449,73837	-1
450,25	-4
450,76163	-8
451,27328	6
451,78497	-15
452,29666	-10
452,80841	-30
453,32016	6
453,83194	-71
454,34375	-16
454,85559	10
455,36743	-14
455,8793	-4
456,3912	-12
456,90314	14
457,4151	2
457,92706	10
458,43906	-25
458,95108	11
459,46313	-10
459,97522	8
460,4873	10
460,99942	61
461,51157	44
462,02374	70
462,53595	49
463,04816	67
463,56039	104
464,07266	99
464,58496	150
465,09729	201
465,60962	226
466,12198	314
466,63437	360
467,14679	430
467,65924	491
468,17169	586
468,68417	680
469,19669	790
469,70923	839
470,2218	952
470,73438	1067
471,24698	1173
471,75961	1319
472,27228	1469
472,78494	1570
473,29767	1657
473,81039	1708
