Date and Time:                Thu May 22 18:52:46.975 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-1
285,25876	-5
285,76248	2
286,26624	-6
286,77002	6
287,2738	1
287,77762	-5
288,28146	1
288,78531	-9
289,28922	4
289,79312	-4
290,29706	-8
290,80103	1
291,30502	5
291,80902	-2
292,31308	-3
292,81714	-2
293,32123	6
293,82532	3
294,32947	3
294,83362	2
295,3378	3
295,84201	3
296,34625	-7
296,85049	-4
297,35477	2
297,85907	5
298,3634	5
298,86777	-2
299,37213	3
299,87656	6
300,38098	1
300,88541	4
301,38989	-2
301,89441	6
302,39893	2
302,90347	6
303,40805	-1
303,91263	5
304,41727	2
304,92191	5
305,42657	3
305,93127	5
306,43597	-4
306,94073	2
307,4455	-3
307,95029	2
308,45511	3
308,95993	-2
309,46481	4
309,9697	2
310,47461	6
310,97955	-6
311,4845	1
311,9895	-1
312,49451	5
312,99954	1
313,50461	-6
314,00967	2
314,5148	0
315,01993	-4
315,52509	2
316,03027	8
316,53546	7
317,04071	-4
317,54596	0
318,05124	-1
318,55655	3
319,06186	-5
319,56723	-2
320,0726	3
320,578	-1
321,08344	4
321,58887	5
322,09433	6
322,59985	7
323,10538	-4
323,6109	1
324,11649	-7
324,62207	3
325,12769	7
325,63333	11
326,13901	3
326,64471	5
327,15042	-4
327,65616	0
328,16193	0
328,66772	-6
329,17352	2
329,67938	9
330,18524	3
330,69113	9
331,19702	12
331,70297	-5
332,20892	-5
332,7149	6
333,22092	6
333,72696	1
334,233	2
334,73911	4
335,24521	-2
335,75134	1
336,25748	2
336,76367	6
337,26987	0
337,77609	12
338,28235	4
338,78864	-4
339,29492	9
339,80127	4
340,30762	2
340,814	1
341,32037	8
341,82681	0
342,33325	-1
342,83972	-1
343,34622	-2
343,85275	0
344,35928	-5
344,86584	2
345,37247	-6
345,87906	4
346,38571	4
346,89236	-4
347,39908	5
347,90579	1
348,41254	-4
348,91928	1
349,42609	-3
349,93289	-5
350,43973	0
350,94659	-9
351,45349	8
351,96039	-3
352,46732	-7
352,97427	-5
353,48126	8
353,98828	-2
354,4953	2
355,00235	7
355,50943	-2
356,01654	-1
356,52368	4
357,03082	0
357,53799	0
358,0452	-5
358,55243	-5
359,05969	3
359,56696	3
360,07428	-4
360,5816	6
361,08893	-3
361,59631	7
362,1037	8
362,61115	2
363,11859	2
363,62604	9
364,13354	-2
364,64105	2
365,14859	14
365,65616	3
366,16376	2
366,67139	2
367,17902	17
367,68668	-1
368,19437	-3
368,70209	3
369,20984	1
369,71759	1
370,22537	5
370,73318	2
371,24103	-4
371,7489	-7
372,25677	2
372,76468	2
373,27261	2
373,78058	3
374,28854	5
374,79657	0
375,3046	0
375,81265	5
376,32071	2
376,82883	8
377,33694	0
377,84509	-2
378,35327	-4
378,86148	3
379,36972	1
379,87796	2
380,38623	-2
380,89453	-1
381,40286	3
381,91119	-1
382,41959	3
382,92798	2
383,4364	8
383,94482	-6
384,45331	-6
384,96179	-2
385,47031	8
385,97885	5
386,48743	-2
386,996	-5
387,50464	3
388,01328	0
388,52194	3
389,03061	-3
389,53934	0
390,04807	2
390,55682	-3
391,06561	2
391,57443	1
392,08325	0
392,59213	3
393,10101	-3
393,60989	5
394,11884	4
394,62781	0
395,13678	5
395,64578	2
396,15482	4
396,66385	2
397,17294	3
397,68204	1
398,19116	1
398,70032	-4
399,2095	5
399,71869	-1
400,22791	-3
400,73715	2
401,24643	-5
401,75574	4
402,26505	-1
402,77441	-1
403,28378	1
403,79318	5
404,30258	-2
404,81204	-2
405,3215	-1
405,83099	-2
406,34052	-9
406,85004	1
407,35962	2
407,8692	-5
408,37881	-2
408,88846	2
409,3981	5
409,90781	-1
410,41751	3
410,92725	3
411,43701	6
411,94678	-2
412,4566	6
412,96643	3
413,47629	-2
413,98618	3
414,49606	-1
415,00601	-4
415,51596	-7
416,02594	4
416,53595	-4
417,04596	-1
417,55603	-7
418,0661	-8
418,5762	1
419,08633	2
419,59647	6
420,10663	0
420,61685	0
421,12708	1
421,6373	11
422,14758	5
422,65787	5
423,16818	0
423,67853	1
424,1889	12
424,69931	-1
425,20972	-1
425,72015	12
426,23062	-5
426,74112	-3
427,25162	6
427,76218	3
428,27274	14
428,78333	4
429,29395	-7
429,80457	0
430,31522	-6
430,82593	19
431,33661	-8
431,84735	-4
432,35812	-3
432,8689	-7
433,3797	10
433,89053	-1
434,4014	-3
434,91226	-7
435,42319	-10
435,93411	6
436,44507	2
436,95602	2
437,46704	6
437,97806	-6
438,48911	-8
439,00018	5
439,51129	-14
440,0224	2
440,53357	2
441,04474	-3
441,55594	-13
442,06714	-17
442,5784	3
443,08966	26
443,60095	-2
444,11227	-30
444,62363	2
445,13498	-19
445,64636	5
446,15778	-16
446,66922	-7
447,18069	-6
447,69217	-21
448,2037	-11
448,71524	-18
449,22681	14
449,73837	-22
450,25	-7
450,76163	-18
451,27328	-3
451,78497	-4
452,29666	-43
452,80841	-47
453,32016	-11
453,83194	12
454,34375	11
454,85559	-16
455,36743	5
455,8793	25
456,3912	-15
456,90314	-9
457,4151	11
457,92706	-2
458,43906	65
458,95108	25
459,46313	34
459,97522	69
460,4873	38
460,99942	72
461,51157	74
462,02374	97
462,53595	120
463,04816	158
463,56039	170
464,07266	201
464,58496	232
465,09729	270
465,60962	303
466,12198	353
466,63437	419
467,14679	511
467,65924	559
468,17169	641
468,68417	724
469,19669	797
469,70923	911
470,2218	1031
470,73438	1129
471,24698	1195
471,75961	1289
472,27228	1378
472,78494	1440
473,29767	1494
473,81039	1562
474,32315	1634
474,83594	1649
475,34872	1677
475,86157	1699
476,37442	1628
