Date and Time:                Thu May 22 14:45:05.651 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	1
285,25876	0
285,76248	2
286,26624	-4
286,77002	1
287,2738	-4
287,77762	-2
288,28146	2
288,78531	2
289,28922	-2
289,79312	-7
290,29706	-11
290,80103	-6
291,30502	-2
291,80902	2
292,31308	1
292,81714	-4
293,32123	3
293,82532	-2
294,32947	0
294,83362	-1
295,3378	-3
295,84201	-3
296,34625	-7
296,85049	3
297,35477	-2
297,85907	-2
298,3634	-4
298,86777	-3
299,37213	2
299,87656	-8
300,38098	-6
300,88541	-6
301,38989	-1
301,89441	4
302,39893	-4
302,90347	-3
303,40805	-1
303,91263	2
304,41727	2
304,92191	1
305,42657	-3
305,93127	-3
306,43597	-7
306,94073	-4
307,4455	7
307,95029	2
308,45511	-1
308,95993	1
309,46481	-1
309,9697	1
310,47461	1
310,97955	3
311,4845	-3
311,9895	3
312,49451	1
312,99954	0
313,50461	1
314,00967	-4
314,5148	-6
315,01993	0
315,52509	2
316,03027	0
316,53546	3
317,04071	3
317,54596	2
318,05124	-3
318,55655	2
319,06186	7
319,56723	-1
320,0726	10
320,578	6
321,08344	3
321,58887	3
322,09433	1
322,59985	7
323,10538	-7
323,6109	-3
324,11649	-6
324,62207	0
325,12769	12
325,63333	8
326,13901	0
326,64471	5
327,15042	-6
327,65616	4
328,16193	-3
328,66772	-3
329,17352	2
329,67938	-3
330,18524	3
330,69113	-4
331,19702	-3
331,70297	-4
332,20892	6
332,7149	1
333,22092	-1
333,72696	3
334,233	-2
334,73911	4
335,24521	1
335,75134	-3
336,25748	-3
336,76367	4
337,26987	6
337,77609	10
338,28235	3
338,78864	2
339,29492	-3
339,80127	-6
340,30762	-3
340,814	2
341,32037	-4
341,82681	8
342,33325	5
342,83972	0
343,34622	-2
343,85275	-3
344,35928	-4
344,86584	0
345,37247	1
345,87906	3
346,38571	-4
346,89236	-7
347,39908	4
347,90579	3
348,41254	-1
348,91928	0
349,42609	-4
349,93289	1
350,43973	2
350,94659	1
351,45349	5
351,96039	2
352,46732	-1
352,97427	4
353,48126	-1
353,98828	-7
354,4953	-3
355,00235	-2
355,50943	4
356,01654	2
356,52368	2
357,03082	1
357,53799	-3
358,0452	0
358,55243	3
359,05969	-6
359,56696	7
360,07428	1
360,5816	-1
361,08893	-1
361,59631	-3
362,1037	1
362,61115	4
363,11859	-2
363,62604	-8
364,13354	2
364,64105	2
365,14859	2
365,65616	-4
366,16376	-6
366,67139	1
367,17902	-1
367,68668	3
368,19437	6
368,70209	-1
369,20984	-5
369,71759	-3
370,22537	-2
370,73318	0
371,24103	-1
371,7489	-2
372,25677	-7
372,76468	-8
373,27261	12
373,78058	-3
374,28854	-7
374,79657	-3
375,3046	1
375,81265	-2
376,32071	-1
376,82883	3
377,33694	8
377,84509	-2
378,35327	-2
378,86148	3
379,36972	3
379,87796	-2
380,38623	9
380,89453	5
381,40286	0
381,91119	2
382,41959	3
382,92798	-6
383,4364	2
383,94482	0
384,45331	8
384,96179	-2
385,47031	-6
385,97885	-4
386,48743	5
386,996	-4
387,50464	0
388,01328	-6
388,52194	6
389,03061	9
389,53934	1
390,04807	3
390,55682	11
391,06561	-4
391,57443	-1
392,08325	-3
392,59213	4
393,10101	-2
393,60989	8
394,11884	4
394,62781	-2
395,13678	1
395,64578	6
396,15482	2
396,66385	1
397,17294	-1
397,68204	10
398,19116	1
398,70032	0
399,2095	-4
399,71869	3
400,22791	0
400,73715	4
401,24643	4
401,75574	-9
402,26505	1
402,77441	0
403,28378	-6
403,79318	3
404,30258	-1
404,81204	-1
405,3215	6
405,83099	1
406,34052	-1
406,85004	1
407,35962	-6
407,8692	3
408,37881	10
408,88846	-1
409,3981	-2
409,90781	-2
410,41751	-3
410,92725	-3
411,43701	1
411,94678	1
412,4566	5
412,96643	5
413,47629	3
413,98618	2
414,49606	2
415,00601	-7
415,51596	-2
416,02594	9
416,53595	4
417,04596	-8
417,55603	-1
418,0661	-4
418,5762	-2
419,08633	2
419,59647	-1
420,10663	6
420,61685	11
421,12708	-8
421,6373	-5
422,14758	0
422,65787	-1
423,16818	-5
423,67853	6
424,1889	-2
424,69931	6
425,20972	7
425,72015	-6
426,23062	9
426,74112	10
427,25162	-3
427,76218	0
428,27274	-10
428,78333	-2
429,29395	-7
429,80457	-18
430,31522	-2
430,82593	-8
431,33661	-1
431,84735	-6
432,35812	1
432,8689	-1
433,3797	-4
433,89053	-6
434,4014	1
434,91226	-7
435,42319	-14
435,93411	-9
436,44507	-9
436,95602	3
437,46704	-15
437,97806	-10
438,48911	-13
439,00018	-26
439,51129	-18
440,0224	-34
440,53357	-22
441,04474	-14
441,55594	-12
442,06714	-21
442,5784	-25
443,08966	-38
443,60095	-33
444,11227	-26
444,62363	-33
445,13498	-17
445,64636	-31
446,15778	-40
446,66922	-27
447,18069	-25
447,69217	-59
448,2037	-30
448,71524	-28
449,22681	-36
449,73837	-43
450,25	-52
450,76163	-38
451,27328	-40
451,78497	-55
452,29666	-39
452,80841	-33
453,32016	-52
453,83194	-60
454,34375	-61
454,85559	-66
455,36743	-27
455,8793	-39
456,3912	-22
456,90314	-39
457,4151	-53
457,92706	-33
458,43906	-18
458,95108	-11
459,46313	11
459,97522	-8
460,4873	-14
460,99942	2
461,51157	-12
462,02374	45
462,53595	46
463,04816	89
463,56039	70
464,07266	75
464,58496	105
465,09729	121
465,60962	171
466,12198	220
466,63437	240
467,14679	334
467,65924	342
468,17169	403
468,68417	488
469,19669	540
469,70923	615
470,2218	697
470,73438	742
471,24698	798
471,75961	901
472,27228	955
472,78494	988
473,29767	1035
