Date and Time:                Fri May 23 13:31:57.325 2025
Software Version:             4.32.30137.0
Unstabilized Temperature (C): -59,777
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	1
285,25876	3
285,76248	-2
286,26624	-5
286,77002	0
287,2738	-12
287,77762	3
288,28146	1
288,78531	4
289,28922	-1
289,79312	-1
290,29706	-8
290,80103	4
291,30502	3
291,80902	-2
292,31308	6
292,81714	5
293,32123	4
293,82532	7
294,32947	-1
294,83362	5
295,3378	-1
295,84201	0
296,34625	7
296,85049	-4
297,35477	2
297,85907	0
298,3634	-3
298,86777	1
299,37213	1
299,87656	-4
300,38098	8
300,88541	-2
301,38989	0
301,89441	1
302,39893	2
302,90347	-3
303,40805	6
303,91263	2
304,41727	-1
304,92191	4
305,42657	1
305,93127	-1
306,43597	3
306,94073	0
307,4455	-1
307,95029	0
308,45511	4
308,95993	-2
309,46481	7
309,9697	-1
310,47461	5
310,97955	15
311,4845	2
311,9895	3
312,49451	1
312,99954	-1
313,50461	6
314,00967	5
314,5148	-3
315,01993	-8
315,52509	1
316,03027	5
316,53546	3
317,04071	3
317,54596	-1
318,05124	7
318,55655	0
319,06186	3
319,56723	2
320,0726	5
320,578	0
321,08344	7
321,58887	3
322,09433	4
322,59985	-3
323,10538	4
323,6109	-1
324,11649	0
324,62207	1
325,12769	-1
325,63333	-1
326,13901	-1
326,64471	5
327,15042	1
327,65616	-2
328,16193	-1
328,66772	5
329,17352	1
329,67938	-3
330,18524	7
330,69113	5
331,19702	7
331,70297	-2
332,20892	0
332,7149	-2
333,22092	8
333,72696	8
334,233	-1
334,73911	8
335,24521	7
335,75134	-2
336,25748	6
336,76367	5
337,26987	3
337,77609	-5
338,28235	7
338,78864	11
339,29492	12
339,80127	8
340,30762	1
340,814	4
341,32037	1
341,82681	-3
342,33325	4
342,83972	-6
343,34622	6
343,85275	3
344,35928	6
344,86584	10
345,37247	-2
345,87906	1
346,38571	4
346,89236	-3
347,39908	4
347,90579	-2
348,41254	3
348,91928	3
349,42609	-2
349,93289	6
350,43973	-5
350,94659	-1
351,45349	6
351,96039	-4
352,46732	15
352,97427	4
353,48126	8
353,98828	8
354,4953	4
355,00235	2
355,50943	-2
356,01654	7
356,52368	-3
357,03082	0
357,53799	4
358,0452	-3
358,55243	-2
359,05969	7
359,56696	13
360,07428	3
360,5816	2
361,08893	-3
361,59631	0
362,1037	2
362,61115	4
363,11859	-4
363,62604	6
364,13354	-2
364,64105	2
365,14859	4
365,65616	7
366,16376	7
366,67139	7
367,17902	-2
367,68668	-8
368,19437	-2
368,70209	-1
369,20984	6
369,71759	8
370,22537	3
370,73318	1
371,24103	-2
371,7489	1
372,25677	2
372,76468	3
373,27261	5
373,78058	3
374,28854	-6
374,79657	-2
375,3046	-5
375,81265	10
376,32071	-3
376,82883	-4
377,33694	-2
377,84509	3
378,35327	2
378,86148	1
379,36972	8
379,87796	2
380,38623	8
380,89453	1
381,40286	-3
381,91119	-4
382,41959	7
382,92798	-1
383,4364	6
383,94482	10
384,45331	-1
384,96179	6
385,47031	-2
385,97885	7
386,48743	3
386,996	-6
387,50464	0
388,01328	5
388,52194	-5
389,03061	12
389,53934	3
390,04807	-4
390,55682	2
391,06561	4
391,57443	-6
392,08325	-3
392,59213	0
393,10101	-1
393,60989	3
394,11884	2
394,62781	-3
395,13678	8
395,64578	-2
396,15482	1
396,66385	3
397,17294	-4
397,68204	2
398,19116	12
398,70032	-4
399,2095	7
399,71869	-2
400,22791	4
400,73715	2
401,24643	0
401,75574	3
402,26505	0
402,77441	4
403,28378	6
403,79318	11
404,30258	-6
404,81204	4
405,3215	8
405,83099	0
