Date and Time:                Fri May 23 18:37:04.512 2025
Software Version:             4.32.30137.0
Temperature (C):              -60
Model:                        DU970P_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         1
Accumulate Cycle Time (secs): 1
Frequency (Hz):               1
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Permanently OPEN
TTL level:                    High
Time to open:                 27 ms
Time to close:                27 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9,68
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 0
Serial Number:                CCD-28289
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
KY193i:
Serial Number:                KY-3589
Wavelength (nm):              711,54
Grating Groove Density (l/mm):150
Grating Blaze:                500nm
Output Flipper Port:          Direct



284,75507	-1
285,25876	-2
285,76248	-1
286,26624	0
286,77002	2
287,2738	-4
287,77762	0
288,28146	0
288,78531	3
289,28922	1
289,79312	1
290,29706	0
290,80103	0
291,30502	0
291,80902	1
292,31308	-1
292,81714	6
293,32123	-7
293,82532	2
294,32947	-1
294,83362	3
295,3378	1
295,84201	2
296,34625	3
296,85049	1
297,35477	4
297,85907	1
298,3634	0
298,86777	-3
299,37213	4
299,87656	-3
300,38098	3
300,88541	6
301,38989	10
301,89441	4
302,39893	0
302,90347	3
303,40805	-4
303,91263	4
304,41727	3
304,92191	2
305,42657	1
305,93127	5
306,43597	4
306,94073	2
307,4455	3
307,95029	-1
308,45511	5
308,95993	0
309,46481	11
309,9697	7
310,47461	-2
310,97955	1
311,4845	11
311,9895	1
312,49451	3
312,99954	-2
313,50461	-3
314,00967	3
314,5148	-10
315,01993	-1
315,52509	8
316,03027	-2
316,53546	5
317,04071	2
317,54596	7
318,05124	-5
318,55655	2
319,06186	-2
319,56723	-3
320,0726	8
320,578	1
321,08344	1
321,58887	2
322,09433	-3
322,59985	5
323,10538	1
323,6109	2
324,11649	2
324,62207	4
325,12769	-2
325,63333	5
326,13901	5
326,64471	-4
327,15042	6
327,65616	4
328,16193	6
328,66772	10
329,17352	-5
329,67938	-3
330,18524	-2
330,69113	6
331,19702	-6
331,70297	5
332,20892	0
332,7149	0
333,22092	7
333,72696	-6
334,233	-2
334,73911	-2
335,24521	6
335,75134	1
336,25748	1
336,76367	5
337,26987	4
337,77609	0
338,28235	9
338,78864	5
339,29492	1
339,80127	11
340,30762	3
340,814	2
341,32037	3
341,82681	-1
342,33325	2
342,83972	2
343,34622	6
343,85275	1
344,35928	5
344,86584	1
345,37247	10
345,87906	-2
346,38571	-1
346,89236	-1
347,39908	0
347,90579	1
348,41254	2
348,91928	12
349,42609	-6
349,93289	4
350,43973	-6
350,94659	1
351,45349	3
351,96039	3
352,46732	-1
352,97427	2
353,48126	4
353,98828	1
354,4953	-1
355,00235	2
355,50943	0
356,01654	1
356,52368	0
357,03082	-2
357,53799	4
358,0452	6
358,55243	9
359,05969	5
359,56696	6
360,07428	0
360,5816	5
361,08893	0
361,59631	5
362,1037	1
362,61115	4
363,11859	4
363,62604	8
364,13354	4
364,64105	7
365,14859	1
365,65616	0
366,16376	9
366,67139	-5
367,17902	11
367,68668	1
368,19437	-1
368,70209	10
369,20984	2
369,71759	4
370,22537	1
370,73318	2
371,24103	5
371,7489	-1
372,25677	9
372,76468	6
373,27261	-4
373,78058	-2
374,28854	-1
374,79657	12
375,3046	-3
375,81265	1
376,32071	4
376,82883	-8
377,33694	7
377,84509	8
378,35327	14
378,86148	-3
379,36972	4
379,87796	-1
380,38623	10
380,89453	2
381,40286	9
381,91119	6
382,41959	1
382,92798	6
383,4364	13
383,94482	10
384,45331	3
384,96179	4
385,47031	4
385,97885	-2
386,48743	-3
386,996	0
387,50464	-2
388,01328	3
388,52194	8
389,03061	2
389,53934	6
390,04807	2
390,55682	2
391,06561	1
391,57443	6
392,08325	9
392,59213	4
393,10101	9
393,60989	3
394,11884	6
394,62781	11
395,13678	-3
395,64578	9
396,15482	8
396,66385	13
397,17294	4
397,68204	4
398,19116	2
398,70032	3
399,2095	10
399,71869	1
400,22791	10
400,73715	6
401,24643	3
401,75574	-1
402,26505	-1
402,77441	12
403,28378	13
403,79318	8
404,30258	1
404,81204	9
405,3215	11
405,83099	4
406,34052	10
406,85004	8
407,35962	9
407,8692	-3
408,37881	2
408,88846	-4
409,3981	9
409,90781	6
410,41751	3
410,92725	3
411,43701	14
411,94678	4
412,4566	7
412,96643	7
413,47629	1
413,98618	3
414,49606	7
415,00601	5
415,51596	5
416,02594	12
416,53595	6
417,04596	4
417,55603	6
418,0661	10
418,5762	8
419,08633	3
419,59647	6
420,10663	12
420,61685	7
421,12708	11
421,6373	11
422,14758	-6
422,65787	9
423,16818	4
423,67853	5
424,1889	10
424,69931	10
425,20972	6
425,72015	6
426,23062	12
426,74112	12
427,25162	16
427,76218	13
428,27274	9
428,78333	12
429,29395	12
429,80457	5
430,31522	23
430,82593	9
431,33661	8
431,84735	12
432,35812	16
432,8689	19
433,3797	11
433,89053	12
434,4014	11
434,91226	12
435,42319	4
435,93411	14
436,44507	13
436,95602	18
437,46704	18
437,97806	-3
438,48911	16
439,00018	34
439,51129	-10
440,0224	17
440,53357	2
441,04474	23
441,55594	1
442,06714	1
442,5784	12
443,08966	4
443,60095	27
444,11227	-6
444,62363	24
445,13498	27
445,64636	-13
446,15778	-16
446,66922	6
447,18069	-16
447,69217	4
448,2037	19
448,71524	-6
449,22681	13
449,73837	-23
450,25	-18
450,76163	14
451,27328	7
451,78497	17
452,29666	-8
452,80841	-8
453,32016	43
453,83194	3
454,34375	40
454,85559	29
455,36743	22
455,8793	-5
456,3912	18
456,90314	23
457,4151	58
457,92706	28
458,43906	42
458,95108	57
459,46313	60
459,97522	75
460,4873	80
460,99942	101
461,51157	107
462,02374	112
462,53595	122
463,04816	160
463,56039	197
464,07266	212
464,58496	259
465,09729	292
465,60962	311
466,12198	376
466,63437	420
467,14679	505
467,65924	586
468,17169	678
468,68417	772
469,19669	844
469,70923	925
470,2218	1046
470,73438	1129
471,24698	1242
471,75961	1335
472,27228	1413
472,78494	1443
473,29767	1505
473,81039	1520
474,32315	1533
474,83594	1527
475,34872	1503
475,86157	1469
476,37442	1429
476,8873	1399
477,40018	1353
477,91312	1313
478,42606	1214
478,93903	1134
479,45203	1058
479,96506	943
480,47812	894
480,99118	788
